Mark,WIND,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
14.65,-0.1,Ashia HANSEN,1971-12-05,GBR,"Stade Olympique de la Pontaise, Lausanne (SUI)",1999-07-02,triple jump,27,F,0
14.65,+1.8,Francoise MBANGO ETONE,1976-04-14,CMR,La Roche-sur-Yon (FRA),1999-07-11,triple jump,23,F,0
14.65,+2.6,Oksana ROGOVA,1978-10-07,RUS,"Ullevi Stadium, Göteborg (SWE)",1999-08-01,triple jump,20,F,0
14.65,0.0,Paraskevi TSIAMITA,1972-03-10,GRE,Athina (GRE),1999-08-07,triple jump,27,F,0
14.65,-0.3,Tereza MARINOVA,1977-09-25,BUL,Athina (GRE),2000-05-31,triple jump,22,F,0
14.65,+2.0,Natallia SAFRONAVA,1974-04-11,BLR,Staiki (BLR),2000-06-03,triple jump,26,F,0
14.65,+1.1,Francoise MBANGO ETONE,1976-04-14,CMR,St-Etienne (FRA),2001-06-30,triple jump,25,F,0
14.65,0.0,Nadezhda ALYOKHINA,1978-09-22,RUS,Pireaus (GRE) (i),2002-02-20,triple jump,23,F,1
14.65,0.0,Yamilé ALDAMA,1972-08-14,CUB,Tampere (FIN) (i),2003-02-13,triple jump,30,F,1
14.65,+0.2,Francoise MBANGO ETONE,1976-04-14,CMR,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,triple jump,27,F,0
14.65,0.0,Yamilé ALDAMA,1972-08-14,SUD,Karlsruhe (GER) (i),2004-02-15,triple jump,31,F,1
14.65,+1.5,Chrysopigi DEVETZI,1976-01-02,GRE,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2004-06-19,triple jump,28,F,0
14.65,+0.4,Viktoriya GUROVA,1982-05-22,RUS,Tula (RUS),2004-08-01,triple jump,22,F,0
14.65,+0.7,Trecia Kaye SMITH,1975-11-05,JAM,"Olympic Stadium, Athina (GRE)",2004-08-21,triple jump,28,F,0
14.65,+0.8,Anna PYATYKH,1981-04-04,RUS,"Stade Louis II, Monaco (MON)",2005-09-10,triple jump,24,F,0
14.65,+0.7,Yargelis SAVIGNE,1984-11-13,CUB,Torino (ITA),2007-06-08,triple jump,22,F,0
14.65,0.0,Yargelis SAVIGNE,1984-11-13,CUB,Dubnica nad Váhom (SVK),2007-09-16,triple jump,22,F,0
14.65,+1.6,Mabel GAY,1983-05-05,CUB,La Habana (CUB),2011-03-19,triple jump,27,F,0
14.65,-0.3,Yamilé ALDAMA,1972-08-14,GBR,"Stadio Olimpico, Roma (ITA)",2012-05-31,triple jump,39,F,0
14.65,+0.9,Olha SALADUKHA,1983-06-04,UKR,"Luzhniki Stadion, Moskva (RUS)",2013-08-15,triple jump,30,F,0
14.65,0.0,Yekaterina KONEVA,1988-09-25,RUS,Samara (RUS) (i),2014-01-30,triple jump,25,F,1
14.65,0.0,Olha SALADUKHA,1983-06-04,UKR,Sumy (UKR) (i),2014-02-21,triple jump,30,F,1
14.65,+0.1,Patrícia MAMONA,1988-11-21,POR,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-14,triple jump,27,F,0
14.65,0.0,Liadagmis POVEA,1996-02-06,CUB,La Habana (CUB),2019-02-15,triple jump,23,F,0
14.65,+0.2,Shanieka RICKETTS,1992-02-02,JAM,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,triple jump,27,F,0
14.65,0.0,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Arena Stade Couvert, Liévin (FRA) (i)",2023-02-15,triple jump,21,F,1
14.65,0.0,Liadagmis POVEA,1996-02-06,CUB,"Gallur, Madrid (ESP) (i)",2023-02-22,triple jump,27,F,1
14.65,+1.8,Maryna BEKH-ROMANCHUK,1995-07-18,UKR,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2023-05-28,triple jump,27,F,0
14.65,+1.3,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Campo Scuola Moreno Martini, Lucca (ITA)",2023-06-04,triple jump,21,F,0
14.65,-0.6,Davisleydi VELAZCO,1999-09-04,CUB,"Letzigrund, Zürich (SUI)",2025-08-28,triple jump,25,F,0
14.64,-1.0,Inna LASOVSKAYA,1969-12-17,RUS,"Stadio Olimpico, Roma (ITA)",1993-06-09,triple jump,23,F,0
14.64,+1.5,Yolanda CHEN,1961-07-26,RUS,Luzern (SUI),1995-06-27,triple jump,33,F,0
14.64,+1.0,Ashia HANSEN,1971-12-05,GBR,Pretoria (RSA),1996-02-03,triple jump,24,F,0
14.64,0.0,Rodica MATEESCU,1971-03-13,ROU,St-Denis (FRA),1997-06-02,triple jump,26,F,0
14.64,-0.6,Anna BIRYUKOVA,1967-09-27,RUS,Tula (RUS),1997-07-10,triple jump,29,F,0
14.64,+0.1,Olga VASDEKI,1973-09-26,GRE,"SGJ, Johannesburg (RSA)",1998-09-11,triple jump,24,F,0
14.64,+1.5,Tereza MARINOVA,1977-09-25,BUL,Sofia (BUL),1999-05-22,triple jump,21,F,0
14.64,+1.0,Olena HOVOROVA,1973-09-18,UKR,Belaya Tserkva (UKR),1999-07-24,triple jump,25,F,0
14.64,+0.2,Baya RAHOULI,1979-07-27,ALG,Johannesburg (RSA),1999-09-18,triple jump,20,F,0
14.64,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS) (i),2000-01-23,triple jump,23,F,1
14.64,0.0,Iva PRANDZHEVA,1972-02-15,BUL,Bydgoszcz (POL),2000-07-08,triple jump,28,F,0
14.64,+3.2,Tatyana LEBEDEVA,1976-07-21,RUS,Villeneuve d'Ascq (FRA),2001-06-17,triple jump,24,F,0
14.64,+0.1,Francoise MBANGO ETONE,1976-04-14,CMR,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,triple jump,25,F,0
14.64,+0.3,Chrysopigi DEVETZI,1976-01-02,GRE,"Olympiastadion, Helsinki (FIN)",2005-08-07,triple jump,29,F,0
14.64,+1.6,Chrysopigi DEVETZI,1976-01-02,GRE,Agios Kosmas (GRE),2006-04-29,triple jump,30,F,0
14.64,+0.6,Chrysopigi DEVETZI,1976-01-02,GRE,"Ullevi Stadium, Göteborg (SWE)",2006-08-08,triple jump,30,F,0
14.64,+0.1,Trecia Kaye SMITH,1975-11-05,JAM,"Olympic Stadium, Athina (GRE)",2006-09-16,triple jump,30,F,0
14.64,0.0,Carlota CASTREJANA,1973-04-25,ESP,"National Indoor Arena, Birmingham (GBR) (i)",2007-03-04,triple jump,33,F,1
14.64,+0.4,Marija ŠESTAK,1979-04-17,SLO,Rethymno (GRE),2008-07-14,triple jump,29,F,0
14.64,0.0,Olga RYPAKOVA,1984-11-30,KAZ,"National Stadium, Beijing (CHN)",2008-08-15,triple jump,23,F,0
14.64,+1.3,Yekaterina KAYUKOVA-CHERNENKO,1986-10-09,RUS,Cheboksary (RUS),2009-07-26,triple jump,22,F,0
14.64,+0.3,Mabel GAY,1983-05-05,CUB,Tallinn (EST),2009-08-25,triple jump,26,F,0
14.64,0.0,Anna PYATYKH,1981-04-04,RUS,"Aspire Dome, Doha (QAT) (i)",2010-03-13,triple jump,28,F,1
14.64,0.0,Viktoriya GUROVA,1982-05-22,RUS,Cheboksary (RUS),2012-07-04,triple jump,30,F,0
14.64,+1.3,Yekaterina KONEVA,1988-09-25,RUS,Kazan (RUS),2014-07-26,triple jump,25,F,0
14.64,+1.6,Gabriela PETROVA,1992-06-29,BUL,"Stadion Juliska, Praha (CZE)",2015-06-08,triple jump,22,F,0
14.64,+0.7,Yulimar ROJAS,1995-10-21,VEN,"Stade Louis II, Monaco (MON)",2016-07-15,triple jump,20,F,0
14.64,+0.1,Olga RYPAKOVA,1984-11-30,KAZ,"Stadio Olimpico, Roma (ITA)",2017-06-08,triple jump,32,F,0
14.64,+0.7,Kimberly WILLIAMS,1988-11-03,JAM,Gold Coast (AUS),2018-04-10,triple jump,29,F,0
14.64,+1.4,Liadagmis POVEA,1996-02-06,CUB,La Habana (CUB),2019-02-02,triple jump,22,F,0
14.64,-1.7,Darya NIDBAYKINA,1994-12-26,RUS,Zhukovskiy (RUS),2019-06-22,triple jump,24,F,0
14.64,+1.6,Liadagmis POVEA,1996-02-06,CUB,Padova (ITA),2019-07-16,triple jump,23,F,0
14.64,+0.1,Kimberly WILLIAMS,1988-11-03,JAM,"Khalifa International Stadium, Doha (QAT)",2019-10-05,triple jump,30,F,0
14.64,0.0,Tori FRANKLIN,1992-10-07,USA,"Convention Center, Albuquerque, NM (USA) (i)",2020-02-14,triple jump,27,F,1
14.64,+1.3,Shanieka RICKETTS,1992-02-02,JAM,"Letzigrund, Zürich (SUI)",2021-09-09,triple jump,29,F,0
14.64,-0.4,Kristiina MÄKELÄ,1992-11-20,FIN,"Olympiastadion, München (GER)",2022-08-19,triple jump,29,F,0
14.64,+0.4,Shanieka RICKETTS,1992-02-02,JAM,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,triple jump,30,F,0
14.64,0.0,Liadagmis POVEA,1996-02-06,CUB,"Messehalle, Karlsruhe (GER) (i)",2023-01-27,triple jump,26,F,1
14.64,-0.1,Liadagmis POVEA,1996-02-06,CUB,"Stade de France, Paris (FRA)",2024-08-03,triple jump,28,F,0
14.64,-0.7,Shanieka RICKETTS,1992-02-02,JAM,"Stadio Olimpico, Roma (ITA)",2025-06-06,triple jump,33,F,0
14.63,+0.2,Inna LASOVSKAYA,1969-12-17,RUS,São Paulo (BRA),1994-05-21,triple jump,24,F,0
14.63,0.0,Inessa KRAVETS,1966-10-05,UKR,Paris (FRA),1995-07-03,triple jump,28,F,0
14.63,0.0,Inna LASOVSKAYA,1969-12-17,RUS,Moskva (RUS) (i),1997-02-18,triple jump,27,F,1
14.63,0.0,Rodica MATEESCU,1971-03-13,ROU,Liévin (FRA) (i),1998-02-22,triple jump,26,F,1
14.63,-0.4,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,"Petrovskiy Stadium, St. Petersburg (RUS)",1998-06-27,triple jump,27,F,0
14.63,0.0,Paraskevi TSIAMITA,1972-03-10,GRE,"Green Dome, Maebashi (JPN) (i)",1999-03-07,triple jump,26,F,1
14.63,0.0,Cristina NICOLAU,1977-08-09,ROU,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,triple jump,22,F,1
14.63,0.0,Iva PRANDZHEVA,1972-02-15,BUL,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,triple jump,28,F,1
14.63,+2.7,Yelena OLEYNIKOVA,1976-12-09,RUS,Zaragoza (ESP),2004-06-08,triple jump,27,F,0
14.63,+0.1,Anna PYATYKH,1981-04-04,RUS,Rovereto (ITA),2004-09-08,triple jump,23,F,0
14.63,-0.8,Magdelín MARTÍNEZ,1976-02-10,ITA,"Stade Louis II, Monaco (MON)",2004-09-19,triple jump,28,F,0
14.63,+1.5,Trecia Kaye SMITH,1975-11-05,JAM,Kingston (JAM),2005-06-25,triple jump,29,F,0
14.63,+1.5,Yargelis SAVIGNE,1984-11-13,CUB,Padova (ITA),2005-07-03,triple jump,20,F,0
14.63,+1.0,Trecia Kaye SMITH,1975-11-05,JAM,Oslo (NOR),2005-07-29,triple jump,29,F,0
14.63,+0.4,Yelena OLEYNIKOVA,1976-12-09,RUS,Tula (RUS),2006-06-12,triple jump,29,F,0
14.63,+0.4,Marija ŠESTAK,1979-04-17,SLO,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2008-09-14,triple jump,29,F,0
14.63,+1.1,Yargelis SAVIGNE,1984-11-13,CUB,Bilbao (ESP),2009-06-20,triple jump,24,F,0
14.63,+3.2,Alsu MURTAZINA,1987-12-12,RUS,Saransk (RUS),2010-07-15,triple jump,22,F,0
14.63,+1.5,Yargelis SAVIGNE,1984-11-13,CUB,"Poljud Stadion, Split (CRO)",2010-09-04,triple jump,25,F,0
14.63,+2.2,Caterine IBARGUEN,1984-02-12,COL,Bogotá (COL),2011-05-08,triple jump,27,F,0
14.63,0.0,Olga RYPAKOVA,1984-11-30,KAZ,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-10,triple jump,27,F,1
14.63,+1.7,Caterine IBARGUEN,1984-02-12,COL,"FBK Stadium, Hengelo (NED)",2014-06-08,triple jump,30,F,0
14.63,0.0,Yulimar ROJAS,1995-10-21,VEN,Madrid (ESP) (i),2016-02-26,triple jump,20,F,1
14.63,0.0,Yulimar ROJAS,1995-10-21,VEN,"Arena Birmingham, Birmingham (GBR) (i)",2018-03-03,triple jump,22,F,1
14.63,-1.8,Shanieka RICKETTS,1992-02-02,JAM,"Olympiastadion, Berlin (GER)",2019-09-01,triple jump,27,F,0
14.63,+1.4,Shanieka RICKETTS,1992-02-02,JAM,"National Stadium, Kingston (JAM)",2021-03-20,triple jump,29,F,0
14.63,+1.0,Senni SALMINEN,1996-01-29,FIN,"Cluj Arena, Cluj-Napoca (ROU)",2021-06-19,triple jump,25,F,0
14.62,+1.4,Galina CHISTYAKOVA,1962-07-26,RUS,Villeneuve d'Ascq (FRA),1992-09-13,triple jump,30,F,0
14.62,+0.2,Anna BIRYUKOVA,1967-09-27,RUS,Bratislava (SVK),1994-06-01,triple jump,26,F,0
14.62,+0.1,Inessa KRAVETS,1966-10-05,UKR,Tokyo (JPN),1994-09-15,triple jump,27,F,0
14.62,+1.0,Tereza MARINOVA,1977-09-25,BUL,"SIAC Homebush, Sydney (AUS)",1996-08-25,triple jump,18,F,0
14.62,-0.9,Olga VASDEKI,1973-09-26,GRE,"Olympic Stadium, Athina (GRE)",1997-08-04,triple jump,23,F,0
14.62,0.0,Rodica MATEESCU,1971-03-13,ROU,Bucureşti (ROU) (i),1998-02-08,triple jump,26,F,1
14.62,+0.2,Paraskevi TSIAMITA,1972-03-10,GRE,Athina (GRE),1999-06-16,triple jump,27,F,0
14.62,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Rostov (RUS),1999-07-13,triple jump,22,F,0
14.62,+1.3,Anja VALANT-VELEPEC,1977-09-08,SLO,Thessaloniki (GRE),2000-08-30,triple jump,22,F,0
14.62,0.0,Yelena LEBEDYENKO,1971-01-16,RUS,Eaubonne (FRA) (i),2001-02-07,triple jump,30,F,1
14.62,+1.3,Cristina NICOLAU,1977-08-09,ROU,Ottawa (CAN),2001-07-22,triple jump,23,F,0
14.62,0.0,Ashia HANSEN,1971-12-05,GBR,Liévin (FRA) (i),2002-02-24,triple jump,30,F,1
14.62,0.0,Ashia HANSEN,1971-12-05,GBR,"Parc des Sports, Annecy (FRA)",2002-06-23,triple jump,30,F,0
14.62,+1.2,Adelina GAVRILĂ,1978-11-26,ROU,Ostrava (CZE),2003-06-12,triple jump,24,F,0
14.62,+0.1,Tatyana LEBEDEVA,1976-07-21,RUS,"Stade de France, Paris-St-Denis (FRA)",2003-08-24,triple jump,27,F,0
14.62,0.0,Magdelín MARTÍNEZ,1976-02-10,ITA,Karlsruhe (GER) (i),2004-02-15,triple jump,28,F,1
14.62,0.0,Francoise MBANGO ETONE,1976-04-14,CMR,"Sportaréna, Budapest (HUN) (i)",2004-03-06,triple jump,27,F,1
14.62,0.0,Adelina GAVRILĂ,1978-11-26,ROU,"Sportaréna, Budapest (HUN) (i)",2004-03-06,triple jump,25,F,1
14.62,+1.0,Anna PYATYKH,1981-04-04,RUS,"Olympic Stadium, Athina (GRE)",2004-08-21,triple jump,23,F,0
14.62,+0.4,Trecia Kaye SMITH,1975-11-05,JAM,Rio de Janeiro (BRA),2005-05-15,triple jump,29,F,0
14.62,+1.0,Chrysopigi DEVETZI,1976-01-02,GRE,"Stadio Luigi Ridolfi, Firenze (ITA)",2005-06-18,triple jump,29,F,0
14.62,+1.3,Simona LA MANTIA,1983-04-14,ITA,"Bressanone, Trentino-Alto Adige (ITA)",2005-06-26,triple jump,22,F,0
14.62,+0.2,Magdelín MARTÍNEZ,1976-02-10,ITA,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-29,triple jump,31,F,0
14.62,+0.2,Olha SALADUKHA,1983-06-04,UKR,Kalamata (GRE),2008-06-04,triple jump,25,F,0
14.62,0.0,Oksana UDMURTOVA,1982-02-01,RUS,Volgograd (RUS) (i),2009-01-24,triple jump,26,F,1
14.62,0.0,Yargelis SAVIGNE,1984-11-13,CUB,Düsseldorf (GER) (i),2009-02-13,triple jump,24,F,1
14.62,+0.3,Athanasia PERRA,1983-02-02,GRE,Pescara (ITA),2009-07-02,triple jump,26,F,0
14.62,+0.5,Limei XIE,1986-06-27,CHN,"Olympiastadion, Berlin (GER)",2009-08-15,triple jump,23,F,0
14.62,+0.4,Mabel GAY,1983-05-05,CUB,Thessaloniki (GRE),2009-09-13,triple jump,26,F,0
14.62,+0.8,Yargelis SAVIGNE,1984-11-13,CUB,San Fernando (ESP),2010-06-05,triple jump,25,F,0
14.62,-0.4,Nadezhda ALYOKHINA,1978-09-22,RUS,"Hayward Field, Eugene, OR (USA)",2010-07-03,triple jump,31,F,0
14.62,+2.4,Limei XIE,1986-06-27,CHN,Nanchang (CHN),2011-07-17,triple jump,25,F,0
14.62,+0.4,Yargelis SAVIGNE,1984-11-13,CUB,"DS, Daegu (KOR)",2011-08-30,triple jump,26,F,0
14.62,0.0,Yamilé ALDAMA,1972-08-14,GBR,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-09,triple jump,39,F,1
14.62,+0.6,Kimberly WILLIAMS,1988-11-03,JAM,"Luzhniki Stadion, Moskva (RUS)",2013-08-15,triple jump,24,F,0
14.62,+0.5,Olha SALADUKHA,1983-06-04,UKR,"Shanghai Stadium, Shanghai (CHN)",2015-05-17,triple jump,31,F,0
14.62,+0.9,Yulimar ROJAS,1995-10-21,VEN,Castellón (ESP),2017-06-10,triple jump,21,F,0
14.62,+1.5,Keturah ORJI,1996-03-05,USA,"Knoxville, TN (USA)",2018-05-12,triple jump,22,F,0
14.62,+1.4,Kimberly WILLIAMS,1988-11-03,JAM,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,triple jump,32,F,0
14.62,+1.2,Yekaterina KONEVA,1988-09-25,RUS,"Stadium Desna, Bryansk (RUS)",2021-06-11,triple jump,32,F,0
14.62,+0.5,Ana PELETEIRO,1995-12-02,ESP,"National Stadium, Tokyo (JPN)",2021-07-30,triple jump,25,F,0
14.62,0.0,Thea LAFOND,1994-04-05,DMA,"Convention Center, Albuquerque, NM (USA) (i)",2022-01-22,triple jump,27,F,1
14.62,0.0,Kimberly WILLIAMS,1988-11-03,JAM,"Štark Arena, Beograd (SRB) (i)",2022-03-20,triple jump,33,F,1
14.62,-0.3,Liadagmis POVEA,1996-02-06,CUB,"Stadion Śląski, Chorzów (POL)",2023-07-16,triple jump,27,F,0
14.62,0.0,Thea LAFOND,1994-04-05,DMA,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-23,triple jump,29,F,0
14.62,+0.5,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Letzigrund, Zürich (SUI)",2023-08-31,triple jump,21,F,0
14.62,-0.6,Thea LAFOND,1994-04-05,DMA,"Hayward Field, Eugene, OR (USA)",2024-05-25,triple jump,30,F,0
14.62,+2.3,Ilionis GUILLAUME,1998-01-13,FRA,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",2024-06-23,triple jump,26,F,0
14.62,+0.6,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Stade de France, Paris (FRA)",2024-08-03,triple jump,22,F,0
14.62,0.0,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Arena Stade Couvert, Liévin (FRA) (i)",2025-02-13,triple jump,23,F,1
14.62,+0.3,Thea LAFOND,1994-04-05,DMA,"Letzigrund, Zürich (SUI)",2025-08-28,triple jump,31,F,0
14.61,0.0,Inna LASOVSKAYA,1969-12-17,RUS,Moskva (RUS) (i),1994-01-14,triple jump,24,F,1
14.61,+1.4,Inessa KRAVETS,1966-10-05,UKR,Padova (ITA),1994-07-10,triple jump,27,F,0
14.61,0.0,Yolanda CHEN,1961-07-26,RUS,Moskva (RUS) (i),1995-02-14,triple jump,33,F,1
14.61,+1.3,Cristina NICOLAU,1977-08-09,ROU,"Stade Charléty, Paris (FRA)",1999-06-19,triple jump,21,F,0
14.61,-0.4,Yamilé ALDAMA,1972-08-14,CUB,"La Cartuja, Sevilla (ESP)",1999-08-24,triple jump,27,F,0
14.61,+0.2,Olga VASDEKI,1973-09-26,GRE,"La Cartuja, Sevilla (ESP)",1999-08-24,triple jump,25,F,0
14.61,+0.9,Tatyana LEBEDEVA,1976-07-21,RUS,Melbourne (AUS),2001-09-09,triple jump,25,F,0
14.61,0.0,Magdelín MARTÍNEZ,1976-02-10,ITA,Karlsruhe (GER) (i),2003-02-28,triple jump,27,F,1
14.61,0.0,Ashia HANSEN,1971-12-05,GBR,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,triple jump,31,F,1
14.61,+1.2,Magdelín MARTÍNEZ,1976-02-10,ITA,Kalamata (GRE),2003-05-31,triple jump,27,F,0
14.61,+1.9,Yusmay BICET,1983-12-08,CUB,La Habana (CUB),2004-03-04,triple jump,20,F,0
14.61,-1.1,Magdelín MARTÍNEZ,1976-02-10,ITA,Padova (ITA),2004-07-04,triple jump,28,F,0
14.61,+1.2,Francoise MBANGO ETONE,1976-04-14,CMR,"Olympic Stadium, Athina (GRE)",2004-08-21,triple jump,28,F,0
14.61,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Samara (RUS) (i),2006-02-04,triple jump,29,F,1
14.61,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS) (i),2006-02-17,triple jump,29,F,1
14.61,+3.6,Yamilé ALDAMA,1972-08-14,SUD,Helsinki (FIN),2006-07-26,triple jump,33,F,0
14.61,w,Yarianna MARTÍNEZ,1984-09-20,CUB,Kingston (JAM),2007-03-04,triple jump,22,F,0
14.61,+2.1,Olha SALADUKHA,1983-06-04,UKR,Torino (ITA),2008-06-06,triple jump,25,F,0
14.61,-0.2,Mabel GAY,1983-05-05,CUB,"Olympiastadion, Berlin (GER)",2009-08-17,triple jump,26,F,0
14.61,-0.2,Nadezhda ALYOKHINA,1978-09-22,RUS,Shanghai (CHN),2009-09-20,triple jump,30,F,0
14.61,-1.6,Yargelis SAVIGNE,1984-11-13,CUB,"Shanghai Stadium, Shanghai (CHN)",2010-05-23,triple jump,25,F,0
14.61,-0.2,Josleidy RIBALTA,1990-05-02,CUB,La Habana (CUB),2011-02-18,triple jump,20,F,0
14.61,0.0,Olha SALADUKHA,1983-06-04,UKR,"National Indoor Arena, Birmingham (GBR) (i)",2013-02-16,triple jump,29,F,1
14.61,-0.7,Caterine IBARGUEN,1984-02-12,COL,"Olympiastadion, Stockholm (SWE)",2013-08-22,triple jump,29,F,0
14.61,+1.4,Hanna MINENKO,1989-09-25,ISR,"Stadion Juliska, Praha (CZE)",2015-06-08,triple jump,25,F,0
14.61,+1.1,Olga RYPAKOVA,1984-11-30,KAZ,"Suhaim bin Hamad Stadium, Doha (QAT)",2016-05-06,triple jump,31,F,0
14.61,+1.5,Olga RYPAKOVA,1984-11-30,KAZ,"Alexander Stadium, Birmingham (GBR)",2016-06-05,triple jump,31,F,0
14.61,+0.8,Shanieka RICKETTS,1992-02-02,JAM,London (GBR),2018-07-15,triple jump,26,F,0
14.61,-0.4,Kristin GIERISCH,1990-08-20,GER,Garbsen (GER),2019-06-02,triple jump,28,F,0
14.61,-0.8,Ana PELETEIRO,1995-12-02,ESP,"Polideportivo Juan de la Cierva, Getafe (ESP)",2021-06-27,triple jump,25,F,0
14.61,-0.1,Kimberly WILLIAMS,1988-11-03,JAM,"Hayward Field, Eugene, OR (USA)",2023-09-16,triple jump,34,F,0
14.61,0.0,Davisleydi VELAZCO,1999-09-04,CUB,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",2025-07-12,triple jump,25,F,0
14.6,+0.4,Anna BIRYUKOVA,1967-09-27,RUS,Moskva (RUS),1993-06-18,triple jump,25,F,0
14.6,+0.7,Niurka MONTALVO,1968-06-04,CUB,La Habana (CUB),1994-06-24,triple jump,26,F,0
14.6,+0.6,Yolanda CHEN,1961-07-26,RUS,Innsbruck (AUT),1995-06-28,triple jump,33,F,0
14.6,0.0,Inna LASOVSKAYA,1969-12-17,RUS,Liévin (FRA) (i),1996-02-18,triple jump,26,F,1
14.6,+1.0,Olena HOVOROVA,1973-09-18,UKR,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,triple jump,22,F,0
14.6,0.0,Rodica MATEESCU,1971-03-13,ROU,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-07,triple jump,25,F,1
14.6,+1.6,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Rethymno (GRE),1998-05-30,triple jump,27,F,0
14.6,+1.9,Yamilé ALDAMA,1972-08-14,CUB,La Habana (CUB),1999-05-15,triple jump,26,F,0
14.6,+1.6,Olena HOVOROVA,1973-09-18,UKR,Athina (GRE),2000-06-28,triple jump,26,F,0
14.6,0.0,Nadezhda ALYOKHINA,1978-09-22,RUS,Moskva (RUS),2001-06-23,triple jump,22,F,0
14.6,-0.6,Francoise MBANGO ETONE,1976-04-14,CMR,"Commonwealth Stadium, Edmonton (CAN)",2001-08-10,triple jump,25,F,0
14.6,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Moskva (RUS) (i),2002-01-07,triple jump,25,F,1
14.6,0.0,Oksana ROGOVA,1978-10-07,RUS,Moskva (RUS) (i),2002-01-22,triple jump,23,F,1
14.6,+1.6,Qiuyan HUANG,1980-01-25,CHN,Shizuoka (JPN),2002-05-03,triple jump,22,F,0
14.6,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS) (i),2003-02-26,triple jump,26,F,1
14.6,+0.1,Adelina GAVRILĂ,1978-11-26,ROU,Oslo (NOR),2003-06-27,triple jump,24,F,0
14.6,+0.1,Francoise MBANGO ETONE,1976-04-14,CMR,"Olympiastadion, Berlin (GER)",2003-08-10,triple jump,27,F,0
14.6,+0.4,Carlota CASTREJANA,1973-04-25,ESP,Almería (ESP),2005-07-01,triple jump,32,F,0
14.6,0.0,Yargelis SAVIGNE,1984-11-13,CUB,La Habana (CUB),2006-02-25,triple jump,21,F,0
14.6,0.0,Viktoriya GUROVA,1982-05-22,RUS,Sochi (RUS),2006-05-28,triple jump,24,F,0
14.6,+0.4,Anna PYATYKH,1981-04-04,RUS,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2006-09-10,triple jump,25,F,0
14.6,-0.5,Anna PYATYKH,1981-04-04,RUS,Tula (RUS),2007-08-03,triple jump,26,F,0
14.6,+0.7,Olha SALADUKHA,1983-06-04,UKR,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-31,triple jump,24,F,0
14.6,0.0,Marija ŠESTAK,1979-04-17,SLO,Düsseldorf (GER) (i),2008-02-08,triple jump,28,F,1
14.6,+3.4,Erica MCLAIN,1986-01-24,USA,"Des Moines, IA (USA)",2008-06-14,triple jump,22,F,0
14.6,0.0,Marija ŠESTAK,1979-04-17,SLO,"Oval Lingotto, Torino (ITA) (i)",2009-03-08,triple jump,29,F,1
14.6,+1.5,Olga RYPAKOVA,1984-11-30,KAZ,"Stade Olympique de la Pontaise, Lausanne (SUI)",2010-07-08,triple jump,25,F,0
14.6,0.0,Simona LA MANTIA,1983-04-14,ITA,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",2011-03-05,triple jump,27,F,1
14.6,0.0,Yekaterina KONEVA,1988-09-25,RUS,Krasnodar (RUS) (i),2012-01-29,triple jump,23,F,1
14.6,0.0,Olha SALADUKHA,1983-06-04,UKR,Eaubonne (FRA) (i),2014-02-11,triple jump,30,F,1
