Mark,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
2.32,Dimitrios CHONDROKOUKIS,1988-01-26,GRE,"Suhaim bin Hamad Stadium, Doha (QAT)",2012-05-11,high jump,24,M,0
2.32,Rožle PREZELJ,1979-09-26,SLO,Maribor (SLO),2012-06-17,high jump,32,M,0
2.32,Robbie GRABARZ,1987-10-03,GBR,"Alexander Stadium, Birmingham (GBR)",2012-08-26,high jump,24,M,0
2.32,Mutaz Essa BARSHIM,1991-06-24,QAT,Dubai (UAE),2012-12-13,high jump,21,M,0
2.32,Aleksey DMITRIK,1984-04-12,RUS,Banská Bystrica (SVK) (i),2013-02-06,high jump,28,M,1
2.32,Derek DROUIN,1990-03-06,CAN,"Bloomington, IN (USA) (i)",2013-02-08,high jump,22,M,1
2.32,Guowei ZHANG,1991-06-04,CHN,Nanjing (CHN) (i),2013-03-07,high jump,21,M,1
2.32,Konstantinos BANIOTIS,1986-11-06,GRE,Athina (GRE),2013-07-20,high jump,26,M,0
2.32,Erik KYNARD,1991-02-03,USA,"Luzhniki Stadion, Moskva (RUS)",2013-08-15,high jump,22,M,0
2.32,Donald THOMAS,1984-07-01,BAH,"Luzhniki Stadion, Moskva (RUS)",2013-08-15,high jump,29,M,0
2.32,Andrii PROTSENKO,1988-05-20,UKR,Berdichev (UKR),2013-09-06,high jump,25,M,0
2.32,Andrii PROTSENKO,1988-05-20,UKR,Lviv (UKR) (i),2014-01-17,high jump,25,M,1
2.32,Aleksey DMITRIK,1984-04-12,RUS,Volgograd (RUS) (i),2014-01-25,high jump,29,M,1
2.32,Daniil TSYPLAKOV,1992-07-29,RUS,Samara (RUS) (i),2014-01-30,high jump,21,M,1
2.32,Aleksey DMITRIK,1984-04-12,RUS,Hustopeče (CZE) (i),2014-02-01,high jump,29,M,1
2.32,Mihai DONISAN,1988-07-24,ROU,Bucureşti (ROU) (i),2014-02-15,high jump,25,M,1
2.32,Sergey MUDROV,1990-09-08,RUS,Moskva (RUS) (i),2014-02-18,high jump,23,M,1
2.32,Aleksey DMITRIK,1984-04-12,RUS,Moskva (RUS) (i),2014-02-18,high jump,29,M,1
2.32,Daniil TSYPLAKOV,1992-07-29,RUS,"Ergo Arena, Sopot (POL) (i)",2014-03-09,high jump,21,M,1
2.32,James HARRIS,1991-09-18,USA,"Albuquerque, NM (USA) (i)",2014-03-14,high jump,22,M,1
2.32,Erik KYNARD,1991-02-03,USA,"Icahn Stadium, New York, NY (USA)",2014-06-14,high jump,23,M,0
2.32,Wojciech THEINER,1986-06-25,POL,Katowice (POL),2014-07-02,high jump,28,M,0
2.32,Erik KYNARD,1991-02-03,USA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2014-07-03,high jump,23,M,0
2.32,Derek DROUIN,1990-03-06,CAN,Edmonton (CAN),2014-07-06,high jump,24,M,0
2.32,Derek DROUIN,1990-03-06,CAN,London (GBR),2014-07-20,high jump,24,M,0
2.32,Erik KYNARD,1991-02-03,USA,London (GBR),2014-07-20,high jump,23,M,0
2.32,Daniil TSYPLAKOV,1992-07-29,RUS,Kazan (RUS),2014-07-26,high jump,21,M,0
2.32,Derek DROUIN,1990-03-06,CAN,"Alexander Stadium, Birmingham (GBR)",2014-08-24,high jump,24,M,0
2.32,Erik KYNARD,1991-02-03,USA,"Alexander Stadium, Birmingham (GBR)",2014-08-24,high jump,23,M,0
2.32,Marco FASSINOTTI,1989-04-29,ITA,Birmingham (GBR) (i),2015-01-11,high jump,25,M,1
2.32,Dimitrios CHONDROKOUKIS,1988-01-26,CYP,Pireaus (GRE) (i),2015-02-14,high jump,27,M,1
2.32,Guowei ZHANG,1991-06-04,CHN,"Fresno, CA (USA) (i)",2015-02-16,high jump,23,M,1
2.32,Derek DROUIN,1990-03-06,CAN,"Austin, TX (USA)",2015-04-11,high jump,25,M,0
2.32,Derek DROUIN,1990-03-06,CAN,"Des Moines, IA (USA)",2015-04-24,high jump,25,M,0
2.32,Bohdan BONDARENKO,1989-08-30,UKR,"Shanghai Stadium, Shanghai (CHN)",2015-05-17,high jump,25,M,0
2.32,Guowei ZHANG,1991-06-04,CHN,"Shanghai Stadium, Shanghai (CHN)",2015-05-17,high jump,23,M,0
2.32,Ivan UKHOV,1986-03-29,RUS,"Hayward Field, Eugene, OR (USA)",2015-05-30,high jump,29,M,0
2.32,Eike ONNEN,1982-08-03,GER,Bühl (GER),2015-06-28,high jump,32,M,0
2.32,Daniil TSYPLAKOV,1992-07-29,RUS,"Stade de France, Paris-St-Denis (FRA)",2015-07-04,high jump,22,M,0
2.32,Donald THOMAS,1984-07-01,BAH,"Stade de France, Paris-St-Denis (FRA)",2015-07-04,high jump,31,M,0
2.32,Aleksey DMITRIK,1984-04-12,RUS,"Bregyó Athletic Center, Székesfehérvár (HUN)",2015-07-07,high jump,31,M,0
2.32,Andrii PROTSENKO,1988-05-20,UKR,"Bregyó Athletic Center, Székesfehérvár (HUN)",2015-07-07,high jump,27,M,0
2.32,JaCorian DUFFIELD,1992-09-02,USA,"Olympiastadion, Stockholm (SWE)",2015-07-30,high jump,22,M,0
2.32,Seung-hyun YUN,1994-06-01,KOR,Yeosu (KOR),2015-09-01,high jump,21,M,0
2.32,Mutaz Essa BARSHIM,1991-06-24,QAT,"Letzigrund, Zürich (SUI)",2015-09-03,high jump,24,M,0
2.32,Kyriakos IOANNOU,1984-07-26,CYP,Hustopeče (CZE) (i),2016-02-13,high jump,31,M,1
2.32,Guowei ZHANG,1991-06-04,CHN,"Alexander Stadium, Birmingham (GBR)",2016-06-05,high jump,25,M,0
2.32,Gianmarco TAMBERI,1992-06-01,ITA,"Olympisch Stadion, Amsterdam (NED)",2016-07-10,high jump,24,M,0
2.32,Eike ONNEN,1982-08-03,GER,Eberstadt (GER),2016-07-17,high jump,33,M,0
2.32,Robbie GRABARZ,1987-10-03,GBR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2016-08-25,high jump,28,M,0
2.32,Erik KYNARD,1991-02-03,USA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2016-08-25,high jump,25,M,0
2.32,Bohdan BONDARENKO,1989-08-30,UKR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2016-08-25,high jump,26,M,0
2.32,Erik KYNARD,1991-02-03,USA,"Boudewijnstadion, Bruxelles (BEL)",2016-09-09,high jump,25,M,0
2.32,Mutaz Essa BARSHIM,1991-06-24,QAT,"Boudewijnstadion, Bruxelles (BEL)",2016-09-09,high jump,25,M,0
2.32,Robbie GRABARZ,1987-10-03,GBR,"Boudewijnstadion, Bruxelles (BEL)",2016-09-09,high jump,28,M,0
2.32,Danil LYSENKO,1997-05-19,RUS,Moskva (RUS) (i),2017-01-31,high jump,19,M,1
2.32,Pavel SELIVERSTAU,1996-09-02,BLR,Třinec (CZE) (i),2017-02-11,high jump,20,M,1
2.32,Ivan UKHOV,1986-03-29,RUS,Moskva (RUS) (i),2017-02-20,high jump,30,M,1
2.32,Sylwester BEDNAREK,1989-04-28,POL,"Kombank Arena, Beograd (SRB) (i)",2017-03-05,high jump,27,M,1
2.32,Ivan UKHOV,1986-03-29,RUS,Yerino (RUS),2017-06-10,high jump,31,M,0
2.32,Sylwester BEDNAREK,1989-04-28,POL,"Mestský Stadion, Ostrava (CZE)",2017-06-28,high jump,28,M,0
2.32,Bohdan BONDARENKO,1989-08-30,UKR,"Stade Charléty, Paris (FRA)",2017-07-01,high jump,27,M,0
2.32,Majd Eddin GHAZAL,1987-04-21,SYR,"Stade Charléty, Paris (FRA)",2017-07-01,high jump,30,M,0
2.32,Danil LYSENKO,1997-05-19,ANA,Zhukovskiy (RUS),2017-07-29,high jump,20,M,0
2.32,Danil LYSENKO,1997-05-19,ANA,"Olympic Stadium, London (GBR)",2017-08-13,high jump,20,M,0
2.32,Danil LYSENKO,1997-05-19,RUS,Chelyabinsk (RUS) (i),2018-01-11,high jump,20,M,1
2.32,Dzmitry NABOKAU,1996-01-20,BLR,Minsk (BLR) (i),2018-03-03,high jump,22,M,1
2.32,Brandon STARC,1993-11-24,AUS,Gold Coast (AUS),2018-04-11,high jump,24,M,0
2.32,Michael MASON,1986-09-30,CAN,Victoria (CAN),2018-05-12,high jump,31,M,0
2.32,Maksim NEDASEKAU,1998-01-21,BLR,Brest (BLR),2018-05-25,high jump,20,M,0
2.32,Danil LYSENKO,1997-05-19,ANA,"Hayward Field, Eugene, OR (USA)",2018-05-26,high jump,21,M,0
2.32,Yu WANG,1991-08-18,CHN,"Hayward Field, Eugene, OR (USA)",2018-05-26,high jump,26,M,0
2.32,Ricky ROBERTSON,1990-09-19,USA,"Chula Vista, CA (USA)",2018-06-09,high jump,27,M,0
2.32,Brandon STARC,1993-11-24,AUS,"Bregyó Athletic Center, Székesfehérvár (HUN)",2018-07-02,high jump,24,M,0
2.32,Donald THOMAS,1984-07-01,BAH,"Bregyó Athletic Center, Székesfehérvár (HUN)",2018-07-02,high jump,34,M,0
2.32,Naoto TOBE,1992-03-31,JPN,Lignano Sabbiadoro (ITA),2018-07-11,high jump,26,M,0
2.32,Ivan UKHOV,1986-03-29,RUS,Kazan (RUS),2018-07-21,high jump,32,M,0
2.32,Gianmarco TAMBERI,1992-06-01,ITA,Ancona (ITA) (i),2019-02-15,high jump,26,M,1
2.32,Gianmarco TAMBERI,1992-06-01,ITA,"Emirates Arena, Glasgow (GBR) (i)",2019-03-02,high jump,26,M,1
2.32,Mikhail AKIMENKO,1995-12-06,RUS,Zhukovskiy (RUS),2019-07-05,high jump,23,M,0
2.32,Andrii PROTSENKO,1988-05-20,UKR,"Letzigrund, Zürich (SUI)",2019-08-29,high jump,31,M,0
2.32,Gianmarco TAMBERI,1992-06-01,ITA,"Palaindoor Ancona, Ancona (ITA) (i)",2021-01-30,high jump,28,M,1
2.32,Mikhail AKIMENKO,1995-12-06,ANA,"Stade Louis II, Monaco (MON)",2021-07-09,high jump,25,M,0
2.32,JuVaughn HARRISON,1999-04-30,USA,"Městská sportovní hala, Hustopeče (CZE) (i)",2022-02-05,high jump,22,M,1
2.32,Vernon TURNER,1998-08-21,USA,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",2022-03-12,high jump,23,M,1
2.32,Sanghyeok WOO,1996-04-23,KOR,Naju (KOR),2022-05-04,high jump,26,M,0
2.32,Danil LYSENKO,1997-05-19,RUS,"Ural GUFK, Chelyabinsk (RUS) (i)",2023-01-21,high jump,25,M,1
2.32,Andrii PROTSENKO,1988-05-20,UKR,"Športová hala Dukla, Banská Bystrica (SVK) (i)",2023-02-14,high jump,34,M,1
2.32,Danil LYSENKO,1997-05-19,RUS,"Samotesova Arena, Bryansk (RUS) (i)",2023-03-07,high jump,25,M,1
2.32,Joel BADEN,1996-02-01,AUS,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2023-04-01,high jump,27,M,0
2.32,JuVaughn HARRISON,1999-04-30,USA,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,high jump,24,M,0
2.32,Sanghyeok WOO,1996-04-23,KOR,"Yecheon Stadium, Yecheon (KOR)",2023-05-09,high jump,27,M,0
2.32,Zhen WANG,2001-10-07,CHN,"Qixia District, Nanjing (CHN)",2023-05-27,high jump,21,M,0
2.32,JuVaughn HARRISON,1999-04-30,USA,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,high jump,24,M,0
2.32,Sanghyeok WOO,1996-04-23,KOR,Mokpo (KOR),2023-10-18,high jump,27,M,0
2.32,Sanghyeok WOO,1996-04-23,KOR,"Športová hala Dukla, Banská Bystrica (SVK) (i)",2024-02-13,high jump,27,M,1
2.32,Oleh DOROSHCHUK,2001-07-04,UKR,"KMSHVSM Arena, Kyiv (UKR) (i)",2025-02-22,high jump,23,M,1
2.32,Sanghyeok WOO,1996-04-23,KOR,"Stadio Olimpico, Roma (ITA)",2025-06-06,high jump,29,M,0
2.32,Jan ŠTEFELA,2001-04-20,CZE,"Stade Louis II, Monaco (MON)",2025-07-11,high jump,24,M,0
2.32,Hamish KERR,1996-08-17,NZL,"Letzigrund, Zürich (SUI)",2025-08-28,high jump,29,M,0
2.31,Dwight STONES,1953-12-06,USA,"Philadelphia, PA (USA)",1976-06-05,high jump,22,M,0
2.31,Rolf BEILSCHMIDT,1953-08-08,GDR,Helsinki (FIN),1977-08-13,high jump,24,M,0
2.31,Greg JOY,1956-04-23,CAN,"College Park, MD (USA) (i)",1978-01-13,high jump,21,M,1
2.31,Rolf BEILSCHMIDT,1953-08-08,GDR,Leipzig (GER),1978-07-01,high jump,24,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,"Glaspalast, Sindelfingen (GER) (i)",1980-03-02,high jump,18,M,1
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Stuttgart (GER),1980-06-05,high jump,22,M,0
2.31,Jacek WSZOLA,1956-12-30,POL,"Lenin Stadium, Moskva (URS)",1980-08-01,high jump,23,M,0
2.31,Jörg FREIMUTH,1961-09-10,GDR,"Lenin Stadium, Moskva (URS)",1980-08-01,high jump,18,M,0
2.31,Jacek WSZOLA,1956-12-30,POL,Zürich (SUI),1980-08-13,high jump,23,M,0
2.31,Roland DALHÄUSER,1958-06-12,SUI,Eberstadt (GER),1981-06-07,high jump,22,M,0
2.31,Gerd NAGEL,1957-10-22,FRG,Eberstadt (GER),1981-06-07,high jump,23,M,0
2.31,Dwight STONES,1953-12-06,USA,Nice (FRA),1981-08-23,high jump,27,M,0
2.31,Milton GOODE,1960-02-16,USA,"New York, NY (USA) (i)",1982-02-12,high jump,21,M,1
2.31,Dwight STONES,1953-12-06,USA,"New York, NY (USA) (i)",1982-02-12,high jump,28,M,1
2.31,Gerd NAGEL,1957-10-22,FRG,Sindelfingen (GER) (i),1982-02-12,high jump,24,M,1
2.31,Jianhua ZHU,1963-05-29,CHN,Beijing (CHN),1982-06-20,high jump,19,M,0
2.31,Milton OTTEY,1959-12-29,CAN,Brisbane (AUS),1982-10-07,high jump,22,M,0
2.31,Steven WRAY,1962-05-20,BAH,Brisbane (AUS),1982-10-07,high jump,20,M,0
2.31,Jerome CARTER,1963-03-25,USA,"Fairfax, VA (USA) (i)",1983-01-16,high jump,19,M,1
2.31,Gerd NAGEL,1957-10-22,FRG,Sindelfingen (GER) (i),1983-02-12,high jump,25,M,1
2.31,Valeriy SEREDA,1959-06-30,URS,Ostrava (TCH),1983-06-01,high jump,23,M,0
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Torino (ITA),1983-06-05,high jump,25,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Bremen (GER),1983-06-25,high jump,21,M,0
2.31,Igor PAKLIN,1963-06-15,URS,Edmonton (CAN),1983-07-07,high jump,20,M,0
2.31,Jianhua ZHU,1963-05-29,CHN,Al-Kuwait (KUW),1983-11-07,high jump,20,M,0
2.31,Valeriy SEREDA,1959-06-30,URS,Vilnius (LTU) (i),1984-01-15,high jump,24,M,1
2.31,Aleksandr KOTOVICH,1961-11-06,URS,Leningrad (URS) (i),1984-01-22,high jump,22,M,1
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Stuttgart (GER) (i),1984-02-11,high jump,22,M,1
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Stuttgart (GER) (i),1984-02-11,high jump,26,M,1
2.31,Constantin MILITARU,1963-02-17,ROU,Bucureşti (ROU) (i),1984-02-11,high jump,20,M,1
2.31,Constantin MILITARU,1963-02-17,ROU,Sofia (BUL) (i),1984-02-11,high jump,20,M,1
2.31,Dennis LEWIS,1959-03-20,USA,"New York, NY (USA) (i)",1984-02-24,high jump,24,M,1
2.31,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1984-05-13,high jump,16,M,0
2.31,Sorin MATEI,1963-07-06,ROU,Sofia (BUL),1984-05-20,high jump,20,M,0
2.31,Valeriy SEREDA,1959-06-30,URS,Bratislava (TCH),1984-05-26,high jump,24,M,0
2.31,Dariusz ZIELKE,1960-10-21,POL,Warszawa (POL),1984-06-12,high jump,23,M,0
2.31,Dwight STONES,1953-12-06,USA,"Pasadena, CA (USA)",1984-06-15,high jump,30,M,0
2.31,Doug NORDQUIST,1958-12-20,USA,"Los Angeles, CA (USA)",1984-06-24,high jump,25,M,0
2.31,Sergey ZASIMOVICH,1962-09-06,URS,Moskva (URS),1984-07-09,high jump,21,M,0
2.31,Gennadiy AVDEYENKO,1963-11-04,URS,Moskva (URS),1984-07-19,high jump,20,M,0
2.31,Aleksey DEMYANYUK,1958-07-30,URS,Potsdam (GDR),1984-07-21,high jump,25,M,0
2.31,Jianhua ZHU,1963-05-29,CHN,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,high jump,21,M,0
2.31,Dwight STONES,1953-12-06,USA,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,high jump,30,M,0
2.31,Dariusz ZIELKE,1960-10-21,POL,Warszawa (POL),1984-08-12,high jump,23,M,0
2.31,Vladimir GRANYENKOV,1959-06-01,URS,Moskva (URS),1984-08-18,high jump,25,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Bruxelles (BEL),1984-08-24,high jump,23,M,0
2.31,Jacek WSZOLA,1956-12-30,POL,Bruxelles (BEL),1984-08-24,high jump,27,M,0
2.31,Jim HOWARD,1959-09-11,USA,Bruxelles (BEL),1984-08-24,high jump,24,M,0
2.31,Andreas SAM,1960-02-05,GDR,Praha (TCH),1984-08-28,high jump,24,M,0
2.31,Jim HOWARD,1959-09-11,USA,Roma (ITA),1984-08-31,high jump,24,M,0
2.31,Brent HARKEN,1961-12-01,USA,Roma (ITA),1984-08-31,high jump,22,M,0
2.31,Jacek WSZOLA,1956-12-30,POL,Rieti (ITA),1984-09-02,high jump,27,M,0
2.31,Jim HOWARD,1959-09-11,USA,Rieti (ITA),1984-09-02,high jump,24,M,0
2.31,Gennadiy AVDEYENKO,1963-11-04,URS,Rieti (ITA),1984-09-02,high jump,20,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Kamp-Lintfort (FRG),1984-09-23,high jump,23,M,0
2.31,Patrik SJÖBERG,1965-01-05,SWE,"New York, NY (USA) (i)",1985-01-26,high jump,20,M,1
2.31,Tyke PEACOCK,1961-02-24,USA,"Rosemont, IL (USA) (i)",1985-01-27,high jump,23,M,1
2.31,Jim HOWARD,1959-09-11,USA,"Rosemont, IL (USA) (i)",1985-01-27,high jump,25,M,1
2.31,Aleksey DEMYANYUK,1958-07-30,URS,Leningrad (URS) (i),1985-01-27,high jump,26,M,1
2.31,Valeriy SEREDA,1959-06-30,URS,Leningrad (URS) (i),1985-01-27,high jump,25,M,1
2.31,Jim HOWARD,1959-09-11,USA,Toronto (CAN) (i),1985-02-01,high jump,25,M,1
2.31,Jim HOWARD,1959-09-11,USA,"Dallas, TX (USA) (i)",1985-02-02,high jump,25,M,1
2.31,Sergey ZASIMOVICH,1962-09-06,URS,Moskva (URS) (i),1985-02-09,high jump,22,M,1
2.31,Patrik SJÖBERG,1965-01-05,SWE,"San Diego, CA (USA) (i)",1985-02-15,high jump,20,M,1
2.31,Jim HOWARD,1959-09-11,USA,"San Diego, CA (USA) (i)",1985-02-15,high jump,25,M,1
2.31,Igor PAKLIN,1963-06-15,URS,Kishinev (URS) (i),1985-02-15,high jump,21,M,1
2.31,Sergey MALCHENKO,1963-11-02,URS,Sochi (URS),1985-05-25,high jump,21,M,0
2.31,Dennis LEWIS,1959-03-20,USA,"Los Angeles, CA (USA)",1985-06-08,high jump,26,M,0
2.31,Brian STANTON,1961-02-19,USA,"Los Angeles, CA (USA)",1985-06-08,high jump,24,M,0
2.31,Javier SOTOMAYOR,1967-10-13,CUB,Firenze (ITA),1985-06-12,high jump,17,M,0
2.31,Eddy ANNYS,1958-12-15,BEL,Firenze (ITA),1985-06-12,high jump,26,M,0
2.31,Jim HOWARD,1959-09-11,USA,"Berkeley, CA (USA)",1985-06-22,high jump,25,M,0
2.31,Ján ZVARA,1963-02-12,TCH,Praha (TCH),1985-06-22,high jump,22,M,0
2.31,Juan Francisco CENTELLES,1961-01-26,CUB,Praha (TCH),1985-06-22,high jump,24,M,0
2.31,Sergey MALCHENKO,1963-11-02,URS,Potsdam (GDR),1985-06-28,high jump,21,M,0
2.31,Patrik SJÖBERG,1965-01-05,SWE,Stockholm (SWE),1985-07-02,high jump,20,M,0
2.31,Javier SOTOMAYOR,1967-10-13,CUB,Ravenna (ITA),1985-07-03,high jump,17,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Lausanne (SUI),1985-07-10,high jump,23,M,0
2.31,Brian STANTON,1961-02-19,USA,Lausanne (SUI),1985-07-10,high jump,24,M,0
2.31,Igor PAKLIN,1963-06-15,URS,Oslo (NOR),1985-07-16,high jump,22,M,0
2.31,Sergey MALCHENKO,1963-11-02,URS,Oslo (NOR),1985-07-16,high jump,21,M,0
2.31,Milton OTTEY,1959-12-29,CAN,London (GBR),1985-07-20,high jump,25,M,0
2.31,Anatoliy KOROBYENKO,1957-08-12,URS,Odessa (URS),1985-07-26,high jump,27,M,0
2.31,Yuriy SERGIYENKO,1965-03-19,URS,Sofia (BUL),1985-08-14,high jump,20,M,0
2.31,Sorin MATEI,1963-07-06,ROU,Pitesti (ROU),1985-08-18,high jump,22,M,0
2.31,Jim HOWARD,1959-09-11,USA,Bruxelles (BEL),1985-08-30,high jump,25,M,0
2.31,Juan Francisco CENTELLES,1961-01-26,CUB,Kobe (JPN),1985-09-04,high jump,24,M,0
2.31,Patrik SJÖBERG,1965-01-05,SWE,"Bruce Stadium, Canberra (AUS)",1985-10-06,high jump,20,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Simmerath (FRG) (i),1986-01-17,high jump,24,M,1
2.31,James HOWARD,1959-09-11,USA,Simmerath (FRG) (i),1986-01-17,high jump,26,M,1
2.31,Eddy ANNYS,1958-12-15,BEL,Simmerath (FRG) (i),1986-01-17,high jump,27,M,1
2.31,Ján ZVARA,1963-02-12,TCH,Karlsruhe (GER) (i),1986-01-31,high jump,22,M,1
2.31,Valeriy SEREDA,1959-06-30,URS,Moskva (URS) (i),1986-02-06,high jump,26,M,1
2.31,Vadim OGANYAN,1963-04-09,URS,Moskva (URS) (i),1986-02-06,high jump,22,M,1
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Sindelfingen (GER) (i),1986-02-08,high jump,28,M,1
2.31,Igor PAKLIN,1963-06-15,URS,Kishinev (URS) (i),1986-02-16,high jump,22,M,1
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,"Palacio de Deportes, Madrid (ESP) (i)",1986-02-22,high jump,28,M,1
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Thessaloniki (GRE) (i),1986-02-25,high jump,28,M,1
2.31,Eddy ANNYS,1958-12-15,BEL,Thessaloniki (GRE) (i),1986-02-25,high jump,27,M,1
2.31,Jianhua ZHU,1963-05-29,CHN,Kobe (JPN) (i),1986-03-05,high jump,22,M,1
2.31,Milton OTTEY,1959-12-29,CAN,Kobe (JPN) (i),1986-03-05,high jump,26,M,1
2.31,Aleksey DEMYANYUK,1958-07-30,URS,Uzhgorod (URS),1986-05-08,high jump,27,M,0
2.31,Eddy ANNYS,1958-12-15,BEL,Leuven (BEL),1986-05-24,high jump,27,M,0
2.31,Constantin MILITARU,1963-02-17,ROU,Bucureşti (ROU),1986-05-24,high jump,23,M,0
2.31,Igor PAKLIN,1963-06-15,URS,Bratislava (TCH),1986-06-14,high jump,22,M,0
2.31,Javier SOTOMAYOR,1967-10-13,CUB,Ciudad de México (MEX),1986-06-28,high jump,18,M,0
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Rhede (GER),1986-07-02,high jump,28,M,0
2.31,Sorin MATEI,1963-07-06,ROU,Nice (FRA),1986-07-15,high jump,23,M,0
2.31,Doug NORDQUIST,1958-12-20,USA,"Houston, TX (USA)",1986-08-03,high jump,27,M,0
2.31,Sorin MATEI,1963-07-06,ROU,Pitesti (ROU),1986-08-08,high jump,23,M,0
2.31,Constantin MILITARU,1963-02-17,ROU,Pitesti (ROU),1986-08-08,high jump,23,M,0
2.31,Jim HOWARD,1959-09-11,USA,London (GBR),1986-08-08,high jump,26,M,0
2.31,Patrik SJÖBERG,1965-01-05,SWE,Budapest (HUN),1986-08-11,high jump,21,M,0
2.31,Krzysztof KRAWCZYK,1962-01-28,POL,Budapest (HUN),1986-08-11,high jump,24,M,0
2.31,Sorin MATEI,1963-07-06,ROU,Budapest (HUN),1986-08-11,high jump,23,M,0
2.31,Sergey MALCHENKO,1963-11-02,URS,"Neckarstadion, Stuttgart (GER)",1986-08-31,high jump,22,M,0
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,"Neckarstadion, Stuttgart (GER)",1986-08-31,high jump,29,M,0
2.31,Jim HOWARD,1959-09-11,USA,"Stadio Olimpico, Roma (ITA)",1986-09-10,high jump,26,M,0
2.31,Jim HOWARD,1959-09-11,USA,Catania (ITA),1986-09-13,high jump,27,M,0
2.31,Jianhua ZHU,1963-05-29,CHN,Seoul (KOR),1986-10-04,high jump,23,M,0
2.31,Patrik SJÖBERG,1965-01-05,SWE,Simmerath (FRG) (i),1987-01-16,high jump,22,M,1
2.31,James HOWARD,1959-09-11,USA,Genk (BEL) (i),1987-02-08,high jump,27,M,1
2.31,Doug NORDQUIST,1958-12-20,USA,Genk (BEL) (i),1987-02-08,high jump,28,M,1
2.31,Jerome CARTER,1963-03-25,USA,Genk (BEL) (i),1987-02-08,high jump,23,M,1
2.31,Jim HOWARD,1959-09-11,USA,Gent (BEL) (i),1987-02-08,high jump,27,M,1
2.31,Doug NORDQUIST,1958-12-20,USA,Gent (BEL) (i),1987-02-08,high jump,28,M,1
2.31,Jerome CARTER,1963-03-25,USA,Gent (BEL) (i),1987-02-08,high jump,23,M,1
2.31,Jim HOWARD,1959-09-11,USA,"Inglewood, CA (USA) (i)",1987-02-21,high jump,27,M,1
2.31,Patrik SJÖBERG,1965-01-05,SWE,Cosford (GBR) (i),1987-03-15,high jump,22,M,1
2.31,Hollis CONWAY,1967-01-08,USA,"Lawrence, KS (USA)",1987-04-18,high jump,20,M,0
2.31,Jake JACOBY,1961-09-24,USA,"Walnut, CA (USA)",1987-04-26,high jump,25,M,0
2.31,James LOTT,1965-10-13,USA,"Austin, TX (USA)",1987-05-02,high jump,21,M,0
2.31,Ján ZVARA,1963-02-12,TCH,Ostrava (TCH),1987-06-10,high jump,24,M,0
2.31,Gennadiy MARTSINOVICH,1961-05-04,URS,Vitebsk (URS),1987-06-18,high jump,26,M,0
2.31,Jerome CARTER,1963-03-25,USA,San José (USA),1987-06-27,high jump,24,M,0
2.31,Lee BALKIN,1961-06-07,USA,San José (USA),1987-06-27,high jump,26,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Gelsenkirchen (FRG),1987-07-12,high jump,25,M,0
2.31,Jim HOWARD,1959-09-11,USA,Malmö (SWE),1987-08-10,high jump,27,M,0
2.31,Dietmar MÖGENBURG,1961-08-15,FRG,Malmö (SWE),1987-08-10,high jump,25,M,0
2.31,Hollis CONWAY,1967-01-08,USA,Koblenz (GER),1987-08-13,high jump,20,M,0
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Koblenz (GER),1987-08-13,high jump,30,M,0
2.31,Sorin MATEI,1963-07-06,ROU,"Letzigrund, Zürich (SUI)",1987-08-19,high jump,24,M,0
2.31,Patrik SJÖBERG,1965-01-05,SWE,Tokyo (JPN),1987-09-23,high jump,22,M,0
2.31,Aleksandr KOTOVICH,1961-11-06,URS,Minsk (BLR) (i),1988-01-09,high jump,26,M,1
2.31,Carlo THRÄNHARDT,1957-07-05,FRG,Simmerath (FRG) (i),1988-01-22,high jump,30,M,1
