Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score
2410,8.21,+2.8,Roland MCGHEE,15 OCT 1971,USA,1,,"Modesto, CA (USA)",10 MAY 1998,1168
2410,8.21,+0.6,Iván PEDROSO,17 DEC 1972,CUB,1,,La Habana (CUB),15 MAY 1998,1184
2410,8.21,+1.6,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,2,,"Népstadion, Budapest (HUN)",19 AUG 1998,1184
2410,8.21,+1.4,Konstantin KRAUSE,08 OCT 1967,GER,1,,Erfurt (GER),03 JUL 1999,1184
2410,8.21,+1.1,Huang LE,25 SEP 1977,CHN,1,,Zagreb (CRO),16 AUG 1999,1184
2410,8.21,+0.2,Shane HAIR,24 OCT 1975,AUS,1,,Perth (AUS),05 FEB 2000,1184
2410,8.21,,Luis Felipe MÉLIZ,11 AUG 1979,CUB,2,,Madrid (ESP) (i),16 FEB 2000,1184
2410,8.21,-0.1,Vitaliy SHKURLATOV,25 MAY 1979,RUS,1,,Kalamata (GRE),04 JUN 2000,1184
2410,8.21,+1.0,Kareem STREETE-THOMPSON,30 MAR 1973,CAY,1,,Luzern (SUI),27 JUN 2000,1184
2410,8.21,+1.3,Dwight PHILLIPS,01 OCT 1977,USA,q,,"Sacramento, CA (USA)",15 JUL 2000,1184
2410,8.21,+1.2,Luis Felipe MÉLIZ,11 AUG 1979,CUB,1q2,,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1184
2410,8.21,+1.1,Carlos CALADO,05 OCT 1975,POR,3,,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1184
2410,8.21,+2.7,Miguel PATE,13 JUN 1979,USA,4,,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1168
2410,8.21,0.0,Miguel PATE,13 JUN 1979,USA,2,,"Tempe, AZ (USA)",13 APR 2002,1184
2410,8.21,+0.5,James BECKFORD,09 JAN 1975,JAM,1,,Doha (QAT),15 MAY 2002,1184
2410,8.21,-0.3,Yago LAMELA,24 JUL 1977,ESP,2,,Rethymno (GRE),07 JUL 2002,1185
2410,8.21,,Miguel PATE,13 JUN 1979,USA,1,,Lignano (ITA),14 JUL 2002,1184
2410,8.21,+0.9,Savanté STRINGFELLOW,06 NOV 1978,USA,1,,"CM, Madrid (ESP)",20 SEP 2002,1184
2410,8.21,,Dwight PHILLIPS,01 OCT 1977,USA,1,,Chemnitz (GER) (i),07 FEB 2003,1184
2410,8.21,,Dwight PHILLIPS,01 OCT 1977,USA,2,,"Boston, MA (USA) (i)",02 MAR 2003,1184
2410,8.21,,Miguel PATE,13 JUN 1979,USA,3,,"National Indoor Arena, Birmingham (GBR) (i)",15 MAR 2003,1184
2410,8.21,+0.7,Kareem STREETE-THOMPSON,30 MAR 1973,CAY,2,,Bad Langensalza (GER),15 JUN 2003,1184
2410,8.21,+0.2,Volodymyr ZYUSKOV,29 AUG 1981,UKR,1,,Kyiv (UKR),04 JUL 2003,1184
2410,8.21,+1.3,Ignisious GAISAH,20 JUL 1983,GHA,2,,Padova (ITA),06 JUL 2003,1184
2410,8.21,+0.5,James BECKFORD,09 JAN 1975,JAM,1,,Cuxhaven (GER),19 JUL 2003,1184
2410,8.21,+1.4,Dimitrios SERELIS,05 MAY 1980,GRE,1,,Athina (GRE),06 AUG 2003,1184
2410,8.21,0.0,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,1,,Bucureşti (ROU),09 AUG 2003,1184
2410,8.21,+0.5,Valeriy VASYLYEV,21 APR 1976,UKR,1,,Kharkiv (UKR),08 JUN 2004,1184
2410,8.21,+0.6,Vitaliy SHKURLATOV,25 MAY 1979,RUS,2,,Herakleion (GRE),04 JUL 2004,1184
2410,8.21,+0.6,Kirill SOSUNOV,01 NOV 1975,RUS,1,,Moskva (RUS),12 JUL 2004,1184
2410,8.21,+0.6,Kafétien GOMIS,23 MAR 1980,FRA,2,,Sotteville-lès-Rouen (FRA),18 JUL 2004,1184
2410,8.21,+0.6,Tarik BOUGUETAIB,30 APR 1981,MAR,1,,Meknés (MAR),24 JUL 2004,1184
2410,8.21,+0.7,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,8,,"Olympic Stadium, Athina (GRE)",26 AUG 2004,1184
2410,8.21,+1.2,Nils WINTER,27 MAR 1977,GER,2,,Bad Langensalza (GER),11 JUN 2005,1184
2410,8.21,+2.4,Salim SDIRI,26 OCT 1978,FRA,5,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1170
2410,8.21,+1.8,Mohamed Salman AL KHUWALIDI,19 JUN 1981,KSA,1,,Qatif (KSA),26 APR 2006,1184
2410,8.21,+0.9,Rogério DA SILVA BISPO,16 NOV 1985,BRA,2,,Rio de Janeiro (BRA),14 MAY 2006,1184
2410,8.21,+3.4,Dwight PHILLIPS,01 OCT 1977,USA,2,,Oslo (NOR),02 JUN 2006,1164
2410,8.21,+3.6,Issam NIMA,08 APR 1979,ALG,4,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1163
2410,8.21,+1.4,Marcin STARZAK,20 OCT 1985,POL,1,,Salamanca (ESP),04 JUL 2007,1184
2410,8.21,+2.8,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1q1,,Algiers (ALG),20 JUL 2007,1168
2410,8.21,+0.6,Hussein Taher AL SABEE,14 NOV 1979,KSA,1,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1184
2410,8.21,+1.3,Salim SDIRI,26 OCT 1978,FRA,1,,Pierre-Bénite (FRA),13 JUN 2008,1184
2410,8.21,+1.9,Roman NOVOTNÝ,05 JAN 1986,CZE,1,,Brno (CZE),22 JUL 2008,1184
2410,8.21,+1.3,Miguel PATE,13 JUN 1979,USA,1,,Rieti (ITA),07 SEP 2008,1184
2410,8.21,,Ngonidzashe MAKUSHA,11 MAR 1987,ZIM,1f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,1184
2410,8.21,+2.3,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,,Stellenbosch (RSA),13 MAR 2009,1171
2410,8.21,+2.1,Reindell COLE,16 FEB 1988,USA,1q1,,"Fayetteville, AR (USA)",10 JUN 2009,1172
2410,8.21,+1.9,Alain BAILEY,14 AUG 1987,JAM,1,,Kingston (JAM),28 JUN 2009,1184
2410,8.21,-0.1,Louis TSATOUMAS,12 FEB 1982,GRE,2,,"Olympic Stadium, Athina (GRE)",13 JUL 2009,1184
2410,8.21,+2.3,Chris TOMLINSON,15 SEP 1981,GBR,2,,"Crystal Palace, London (GBR)",25 JUL 2009,1171
2410,8.21,-0.2,Fabrice LAPIERRE,17 OCT 1983,AUS,4,,"Olympiastadion, Berlin (GER)",22 AUG 2009,1185
2410,8.21,,Kafétien GOMIS,23 MAR 1980,FRA,2,,Paris (FRA) (i),27 FEB 2010,1184
2410,8.21,+0.2,Christian REIF,24 OCT 1984,GER,3,,Bad Langensalza (GER),05 JUN 2010,1184
2410,8.21,+0.7,Morten JENSEN,02 DEC 1982,DEN,1,,Espoo (FIN),30 JUN 2010,1184
2410,8.21,+3.4,Michel TORNÉUS,26 MAY 1986,SWE,1,,Lapinlahti (FIN),18 JUL 2010,1164
2410,8.21,,Louis TSATOUMAS,12 FEB 1982,GRE,1,,Peania (GRE) (i),19 FEB 2011,1184
2410,8.21,,Mitchell WATT,25 MAR 1988,AUS,1,,Perth (AUS),01 APR 2011,1184
2410,8.21,+0.1,Trevell QUINLEY,16 JAN 1983,USA,1,,"Clermont, FL (USA)",11 JUN 2011,1184
2410,8.21,+0.2,Luvo MANYONGA,08 JAN 1991,RSA,5,,"DS, Daegu (KOR)",02 SEP 2011,1184
2410,8.21,+2.2,Zarck VISSER,15 SEP 1989,RSA,1,,Port Elizabeth (RSA),13 APR 2012,1171
2410,8.21,+3.5,Luis Felipe MÉLIZ,11 AUG 1979,ESP,1,,Vila Real de Santo António (POR),26 MAY 2012,1163
2410,8.21,+0.7,Mitchell WATT,25 MAR 1988,AUS,1,,Gold Coast (AUS),26 MAY 2012,1184
2410,8.21,+0.9,Christian REIF,24 OCT 1984,GER,1,,Bad Langensalza (GER),03 JUN 2012,1184
2410,8.21,+0.9,Tyron STEWART,08 JUL 1989,USA,1,,"Chula Vista, CA (USA)",14 JUN 2012,1184
2410,8.21,+0.6,George KITCHENS,16 NOV 1983,USA,3,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1184
2410,8.21,+1.7,Luis Felipe MÉLIZ,11 AUG 1979,ESP,2,,"Olympiastadion, Helsinki (FIN)",01 JUL 2012,1184
2410,8.21,+1.9,Štěpán WAGNER,05 OCT 1981,CZE,,,Brno (CZE),04 JUL 2012,1184
2410,8.21,,Damar FORBES,11 SEP 1990,JAM,1f2,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1184
2410,8.21,+1.5,Chris TOMLINSON,15 SEP 1981,GBR,4,,Bad Langensalza (GER),15 JUN 2013,1184
2410,8.21,,Michel TORNÉUS,26 MAY 1986,SWE,3,,"Ergo Arena, Sopot (POL) (i)",08 MAR 2014,1184
2410,8.21,+0.8,Jeff HENDERSON,19 FEB 1989,USA,1,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1184
2410,8.21,+2.3,Xinglong GAO,12 MAR 1994,CHN,1,,Suzhou (CHN),10 OCT 2014,1171
2410,8.21,+1.8,Dan BRAMBLE,14 OCT 1990,GBR,1,,"Clermont, FL (USA)",18 APR 2015,1184
2410,8.21,+0.4,Jinzhe LI,01 SEP 1989,CHN,4,,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1184
2410,8.21,+2.5,Fabrice LAPIERRE,17 OCT 1983,AUS,1,,Marseille (FRA),06 JUN 2015,1169
2410,8.21,+0.5,Zarck VISSER,15 SEP 1989,RSA,2,,"Olympic Stadium, London (GBR)",25 JUL 2015,1184
2410,8.21,,Changzhou HUANG,20 AUG 1994,CHN,3,,"Oregon Convention Center, Portland, OR (USA) (i)",20 MAR 2016,1184
2410,8.21,+0.6,Fabrice LAPIERRE,17 OCT 1983,AUS,3,,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1184
2410,8.21,+2.8,Damar FORBES,11 SEP 1990,JAM,1,,Montreuil-sous-Bois (FRA),07 JUN 2016,1168
2410,8.21,+1.6,Vasiliy KOPEYKIN,09 MAR 1988,RUS,1,,Yerino (RUS),12 JUN 2016,1184
2410,8.21,+2.1,Michel TORNÉUS,26 MAY 1986,SWE,2,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1172
2410,8.21,+0.2,Alyn CAMARA,31 MAR 1989,GER,1,,Oberteuringen (GER),10 JUL 2016,1184
2410,8.21,+1.3,Fabrice LAPIERRE,17 OCT 1983,AUS,2,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1184
2410,8.21,,Artyom PRIMAK,14 JAN 1993,RUS,1,,Moskva (RUS) (i),21 FEB 2017,1184
2410,8.21,+1.5,Michael HARTFIELD,29 MAR 1990,USA,1,,Hamilton (BER),01 JUL 2017,1184
2410,8.21,+1.8,Henry FRAYNE,14 APR 1990,AUS,1,,La Chaux-de-Fonds (SUI),02 JUL 2017,1184
2410,8.21,+1.3,Ruswahl SAMAAI,25 SEP 1991,RSA,2,,Pretoria (RSA),17 MAR 2018,1184
2410,8.21,,Juan Miguel ECHEVARRÍA,11 AUG 1998,CUB,1,,"Arena Birmingham, Birmingham (GBR) (i)",16 FEB 2019,1184
2410,8.21,,Changzhou HUANG,20 AUG 1994,CHN,1f1,,Nanjing (CHN) (i),19 FEB 2019,1184
2410,8.21,+1.3,Ruswahl SAMAAI,25 SEP 1991,RSA,2,,Germiston (RSA),27 APR 2019,1184
2410,8.21,+3.0,Emiliano LASA,25 JAN 1990,URU,1,,"CNDA, Bragança Paulista (BRA)",28 APR 2019,1166
2410,8.21,+4.0,Isaiah GRIFFITH,07 FEB 1998,USA,2,,"Hobbs, NM (USA)",16 MAY 2019,1160
2410,8.21,+0.2,Tajay GAYLE,02 AUG 1996,JAM,1,,"Olympic Stadium, Nanjing (CHN)",20 MAY 2019,1184
2410,8.21,-0.4,Luvo MANYONGA,08 JAN 1991,RSA,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1186
2410,8.21,+1.5,Will CLAYE,13 JUN 1991,USA,1,,"Long Beach, CA (USA)",29 JUN 2019,1184
2410,8.21,+0.2,Lester LESCAY,15 OCT 2001,CUB,1,,"Estadio Panamericano, La Habana (CUB)",07 MAR 2020,1184
2410,8.21,,Marquis DENDY,17 NOV 1992,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",07 FEB 2021,1184
2410,8.21,,Miltiadis TENTOGLOU,18 MAR 1998,GRE,2,,"Arena Stade Couvert, Liévin (FRA) (i)",09 FEB 2021,1184
2410,8.21,+2.0,Carey MCLEOD,14 APR 1998,JAM,1,,"Cardinal Park, Louisville, KY (USA)",23 APR 2021,1184
2410,8.21,+0.4,Maykel MASSÓ,08 MAY 1999,CUB,3,,"National Stadium, Tokyo (JPN)",02 AUG 2021,1184
2410,8.21,-0.4,Changzhou HUANG,20 AUG 1994,CHN,2,,Xi'an (CHN),22 SEP 2021,1186
2410,8.21,,Thobias MONTLER,15 FEB 1996,SWE,1,,"Atletická hala, Ostrava (CZE) (i)",03 FEB 2022,1184
2410,8.21,+0.8,Christopher MITREVSKI,12 JUL 1996,AUS,,,"SOPAC, Sydney (AUS)",02 APR 2022,1184
2410,8.21,,Jeremiah DAVIS,31 AUG 2001,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2023,1184
2410,8.21,,Cameron CRUMP,03 SEP 1999,USA,1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2023,1184
2410,8.21,-0.8,Ingar BRATSETH-KIPLESUND,15 NOV 1996,NOR,2,,"National Stadium, Gaborone (BOT)",29 APR 2023,1188
2410,8.21,-0.5,Miltiadis TENTOGLOU,18 MAR 1998,GRE,3,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1187
2410,8.21,+0.5,Malcolm CLEMONS,08 MAR 2002,USA,1,,"Estadio Nacional - La Sabana, San José (CRC)",22 JUL 2023,1184
2410,8.21,,Carey MCLEOD,14 APR 1998,JAM,3,,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1184
2410,8.21,+1.7,Daníel Ingi EGILSSON,16 AUG 2000,ISL,1,,"Malmö Stadion, Malmö (SWE)",19 MAY 2024,1184
2410,8.21,+2.2,Yuhao SHI,26 SEP 1998,CHN,1,,"Pista Atletica, Sestriere (ITA)",22 JUN 2024,1171
2410,8.21,+3.0,Eusebio CÁCERES,10 SEP 1991,ESP,2,,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1166
2410,8.21,+2.5,Liam ADCOCK,21 JUN 1996,AUS,1,,"Douglas Track & Field, Auckland (NZL)",09 FEB 2025,1169
2410,8.21,,Shunsuke IZUMIYA,26 JAN 2000,JPN,4,,"Sports Training Center, Nanjing (CHN) (i)",23 MAR 2025,1184
2410,8.21,+0.2,Yuhao SHI,26 SEP 1998,CHN,1,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",03 MAY 2025,1184
2410,8.21,+1.4,Bozhidar SARÂBOYUKOV,06 AUG 2004,BUL,2,,"Fana Stadion, Bergen (NOR)",18 JUL 2025,1184
2410,8.21,+0.8,Lester LESCAY,15 OCT 2001,ESP,2q2,,"National Stadium, Tokyo (JPN)",15 SEP 2025,1184
2598,8.20,NWI,Ralph BOSTON,09 MAY 1939,USA,1,,London (GBR),12 AUG 1967,1151
2598,8.20,w,Joshua OWUSU,02 OCT 1948,GHA,2,,"El Paso, TX (USA)",22 MAY 1971,1151
2598,8.20,+3.6,Valeriy PODLUZHNIY,22 AUG 1952,URS,1,,Edinburgh (GBR),08 SEP 1973,1160
2598,8.20,+1.5,James Bouncy MOORE,04 JUN 1951,USA,2,,"Modesto, CA (USA)",25 MAY 1974,1181
2598,8.20,,Charlton EHIZUELEN,30 NOV 1953,NGR,1,,"Provo, UT (USA)",06 JUN 1975,1181
2598,8.20,,João Carlos DE OLIVEIRA,28 MAY 1954,BRA,1,,Rio de Janeiro (BRA),05 SEP 1975,1181
2598,8.20,+2.2,Rolf BERNHARD,13 DEC 1949,SUI,1,,Zofingen (SUI),30 MAY 1977,1168
2598,8.20,+2.1,Arnie ROBINSON,07 APR 1948,USA,1,,"Modesto, CA (USA)",20 MAY 1978,1169
2598,8.20,+0.9,Lutz DOMBROWSKI,25 JUN 1959,GDR,1,,Karl Marx Stadt (GDR),26 MAY 1979,1181
2598,8.20,+0.7,Larry MYRICKS,10 MAR 1956,USA,1,,Gateshead (GBR),08 SEP 1979,1181
2598,8.20,,Frank PASCHEK,25 JUN 1956,GDR,1,,Potsdam (GDR),10 MAY 1980,1181
2598,8.20,+1.0,Andrzej KLIMASZEWSKI,14 MAY 1960,POL,1,,Sopot (POL),05 JUL 1980,1181
2598,8.20,,Larry MYRICKS,10 MAR 1956,USA,1,,Stuttgart (GER),11 JUL 1980,1181
2598,8.20,+0.1,Larry MYRICKS,10 MAR 1956,USA,1,,"Philadelphia, PA (USA)",17 JUL 1980,1181
2598,8.20,+1.9,László SZALMA,21 OCT 1957,HUN,1,,Debrecen (HUN),12 JUN 1982,1181
2598,8.20,+1.3,Viktor BELSKIY,22 FEB 1955,URS,1,,Kiev (URS),21 AUG 1982,1181
2598,8.20,+0.4,Larry MYRICKS,10 MAR 1956,USA,1,,Bruxelles (BEL),27 AUG 1982,1181
2598,8.20,,Jason GRIMES,10 SEP 1959,USA,,,"Walnut, CA (USA)",29 APR 1984,1181
2598,8.20,w,Moses KIYAI,1960,KEN,1,,"Lawrence, KS (USA)",19 APR 1985,1151
2598,8.20,-0.8,Vernon GEORGE,06 OCT 1964,USA,1,,"Odessa, TX (USA)",17 MAY 1985,1185
2598,8.20,,Antonio CORGOS,10 MAR 1960,ESP,1,,Sevilla (ESP),26 MAY 1985,1181
2598,8.20,+1.6,László SZALMA,21 OCT 1957,HUN,1,,Madrid (ESP),04 JUN 1985,1181
2598,8.20,,Sergey LAYEVSKIY,03 MAR 1959,URS,2,,Budapest (HUN),04 AUG 1985,1181
2598,8.20,+0.3,Mike CONLEY,05 OCT 1962,USA,1,,"Bruce Stadium, Canberra (AUS)",05 OCT 1985,1181
2598,8.20,,Larry MYRICKS,10 MAR 1956,USA,1,,"Inglewood, CA (USA) (i)",21 FEB 1986,1181
2598,8.20,,Larry MYRICKS,10 MAR 1956,USA,2,,"New York, NY (USA) (i)",28 FEB 1986,1181
2598,8.20,+0.7,Sergey LAYEVSKIY,03 MAR 1959,URS,1,,Leningrad (URS),08 JUN 1986,1181
2598,8.20,+0.2,Yuriy SAMARIN,27 DEC 1960,URS,1,,Krasnodar (URS),22 JUN 1986,1181
2598,8.20,+0.2,Sergey LAYEVSKIY,03 MAR 1959,URS,3,,Moskva (URS),06 JUL 1986,1181
2598,8.20,NWI,Larry MYRICKS,10 MAR 1956,USA,1,,Bern (SUI),20 AUG 1986,1151
2598,8.20,+1.8,Valeriy BAKUNIN,13 FEB 1962,URS,1,,Volgograd (URS),06 SEP 1986,1181
2598,8.20,+1.8,Valeriy BAKUNIN,13 FEB 1962,URS,1,,Volgograd (URS),14 SEP 1986,1181
2598,8.20,,Khristo MARKOV,27 JAN 1965,BUL,1,,Sofia (BUL) (i),07 FEB 1987,1181
2598,8.20,NWI,Larry MYRICKS,10 MAR 1956,USA,,,San José (USA),30 MAY 1987,1151
2598,8.20,+1.0,Vadim KOBYLYANSKIY,25 JAN 1961,URS,3,,Bryansk (URS),19 JUL 1987,1181
2598,8.20,+0.4,Larry MYRICKS,10 MAR 1956,USA,2q2,,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,1181
2598,8.20,,Mike POWELL,10 NOV 1963,USA,1,,Bruxelles (BEL),11 SEP 1987,1181
2598,8.20,,Kenny HARRISON,13 FEB 1965,USA,1,,"Modesto, CA (USA)",07 MAY 1988,1181
2598,8.20,,Ralph SPRY,16 JUN 1960,USA,2,,"Modesto, CA (USA)",07 MAY 1988,1181
2598,8.20,+1.6,Sergey LAYEVSKIY,03 MAR 1959,URS,2,,Leningrad (URS),11 JUN 1988,1181
2598,8.20,+3.3,Redzinaldas STASAITIS,05 APR 1967,URS,3,,Leningrad (URS),11 JUN 1988,1162
2598,8.20,+1.1,Vladimir OCHKAN,13 JAN 1968,URS,1,,Tallinn (EST),26 JUN 1988,1181
2598,8.20,+0.5,Jaime JEFFERSON,17 JAN 1962,CUB,3,,Bern (SUI),23 AUG 1988,1181
2598,8.20,0.0,Mike POWELL,10 NOV 1963,USA,,,San José (USA),27 MAY 1989,1181
2598,8.20,w,Jaime JEFFERSON,17 JAN 1962,CUB,1,,Madrid (ESP),09 JUN 1989,1151
2598,8.20,+3.3,Redzinaldas STASAITIS,05 APR 1967,URS,3,,Volgograd (URS),11 JUN 1989,1162
2598,8.20,+1.9,Mike POWELL,10 NOV 1963,USA,3,,Helsinki (FIN),29 JUN 1989,1181
2598,8.20,+2.3,Emiel MELLAARD,21 MAR 1966,NED,1,,Hechtel (BEL),22 JUL 1989,1168
2598,8.20,NWI,Luis Alberto BUENO,22 MAY 1969,CUB,1,,La Habana (CUB),10 MAR 1990,1151
2598,8.20,+2.1,Luis Alberto BUENO,22 MAY 1969,CUB,1,,Madrid (ESP),09 JUN 1990,1169
2598,8.20,+1.4,James STALLWORTH,29 APR 1971,USA,1q1,,"Deveti Septemvri Stadium, Plovdiv (BUL)",09 AUG 1990,1181
2598,8.20,,Dietmar HAAF,06 MAR 1967,GER,1,,Stuttgart (GER) (i),10 FEB 1991,1181
2598,8.20,+1.6,Dmitriy BAGRYANOV,18 DEC 1967,URS,1,,Moskva (URS),26 MAY 1991,1181
2598,8.20,0.0,Mike POWELL,10 NOV 1963,USA,1,,Villeneuve d'Ascq (FRA),01 JUL 1991,1181
2598,8.20,-0.7,Larry MYRICKS,10 MAR 1956,USA,3,,Lausanne (SUI),10 JUL 1991,1185
2598,8.20,+1.9,Edrick FLORÉAL,05 OCT 1966,CAN,1,,Sherbrooke (CAN),20 JUL 1991,1181
2598,8.20,-0.5,Llewellyn STARKS,10 FEB 1967,USA,1,,"New York, NY (USA)",20 JUL 1991,1184
2598,8.20,+0.6,Larry MYRICKS,10 MAR 1956,USA,2q2,,"National Stadium, Tokyo (JPN)",29 AUG 1991,1181
2598,8.20,NWI,Vernon GEORGE,06 OCT 1964,USA,2,,"El Paso, TX (USA)",11 APR 1992,1151
2598,8.20,+7.1,Yutaka FUKAZAWA,17 JUL 1966,JPN,1,,Hiratsuka (JPN),23 MAY 1992,1139
2598,8.20,+0.8,Galin GEORGIEV,23 MAR 1970,BUL,1,,Sofia (BUL),07 JUN 1992,1181
2598,8.20,,Erick WALDER,05 NOV 1971,USA,1,,Montréal (CAN) (i),17 JAN 1993,1181
2598,8.20,,Roland MCGHEE,15 OCT 1971,USA,2,,"Indianapolis, IN (USA) (i)",12 MAR 1993,1181
2598,8.20,w,Neil CHANCE,14 FEB 1973,USA,1,,"Chapel Hill, NC (USA)",16 APR 1993,1151
2598,8.20,,Roland MCGHEE,15 OCT 1971,USA,1,,"Indianapolis, IN (USA)",08 MAY 1993,1181
2598,8.20,+0.6,Ivailo MLADENOV,09 OCT 1973,BUL,2,,London (GBR),10 SEP 1993,1181
2598,8.20,NWI,Dion BENTLEY,26 AUG 1971,USA,2,,"Tempe, AZ (USA)",02 APR 1994,1151
2598,8.20,+1.0,Armen MARTIROSYAN,06 AUG 1969,ARM,1,,Gyumri (ARM),17 JUL 1994,1181
2598,8.20,+1.8,Giovanni EVANGELISTI,11 SEP 1961,ITA,6,,Sestriere (ITA),31 JUL 1994,1181
2598,8.20,+1.0,Mike POWELL,10 NOV 1963,USA,1,,"Olympiastadion, Berlin (GER)",30 AUG 1994,1181
2598,8.20,0.0,Roland MCGHEE,15 OCT 1971,USA,2,,Madrid (ESP),06 SEP 1994,1181
2598,8.20,-0.5,Douglas DE SOUZA,06 AUG 1972,BRA,1,,Rio de Janeiro (BRA),16 SEP 1994,1184
2598,8.20,NWI,Armen MARTIROSYAN,06 AUG 1969,ARM,1,,Artashat (ARM),24 SEP 1994,1151
2598,8.20,,Roland MCGHEE,15 OCT 1971,USA,1,,"Walker Track, Johnson City, TN (USA) (i)",28 JAN 1995,1181
2598,8.20,,Mattias SUNNEBORN,27 SEP 1970,SWE,2,,"Palau Sant Jordi, Barcelona (ESP) (i)",11 MAR 1995,1181
2598,8.20,+2.1,Gabriel LESSOR,23 OCT 1969,NGR,1,,"Abilene, TX (USA)",11 MAY 1995,1169
2598,8.20,+3.3,Georg ACKERMANN,13 JUL 1972,GER,1,,Rodheim (GER),25 JUN 1995,1162
2598,8.20,+3.3,Yevgeniy SEMENYUK,11 DEC 1968,UKR,2,,Nitra (SVK),26 AUG 1995,1162
2598,8.20,-0.6,James BECKFORD,09 JAN 1975,JAM,3,,"Stade Louis II, Monaco (MON)",09 SEP 1995,1184
2598,8.20,+2.5,Mike POWELL,10 NOV 1963,USA,1,,"Azusa, CA (USA)",13 APR 1996,1166
2598,8.20,+2.6,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,,Ciudad de México (MEX),09 JUN 1996,1166
2598,8.20,0.0,James BECKFORD,09 JAN 1975,JAM,1,,Zagreb (CRO),21 JUN 1996,1181
2598,8.20,+0.2,Mike POWELL,10 NOV 1963,USA,1q1,,"Olympic Stadium, Atlanta, GA (USA)",28 JUL 1996,1181
2598,8.20,+0.5,Joe GREENE,17 FEB 1967,USA,2,,Linz (AUT),21 AUG 1996,1181
2598,8.20,+1.5,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,1,,Pireaus (GRE),09 MAY 1997,1181
2598,8.20,+1.0,Kirill SOSUNOV,01 NOV 1975,RUS,1,,Rethymno (GRE),17 MAY 1997,1181
2598,8.20,0.0,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,1,,Minsk (BLR),17 MAY 1997,1181
2598,8.20,+1.9,Aleksey ZHUKOV,23 MAY 1973,RUS,1,,St. Petersburg (RUS),13 JUN 1997,1181
2598,8.20,+4.8,Cheikh Tidiane TOURE,25 JAN 1970,SEN,2,,"Helmántico, Salamanca (ESP)",14 JUL 1997,1153
2598,8.20,-0.3,Roland MCGHEE,15 OCT 1971,USA,1,,"Knoxville, TN (USA)",11 APR 1998,1182
2598,8.20,+0.4,James BECKFORD,09 JAN 1975,JAM,1,,Tivoli (ITA),30 MAY 1998,1181
2598,8.20,+3.7,Yago LAMELA,24 JUL 1977,ESP,1,,Tenerife (ESP),06 JUN 1998,1159
2598,8.20,-0.4,Iván PEDROSO,17 DEC 1972,CUB,1,,"Stadion Rošický, Praha (CZE)",08 JUN 1998,1183
2598,8.20,+2.1,Kirill SOSUNOV,01 NOV 1975,RUS,1,,Lisboa (POR),20 JUN 1998,1169
2598,8.20,0.0,James BECKFORD,09 JAN 1975,JAM,1,,Avezzano (ITA),29 AUG 1998,1181
2598,8.20,+0.6,Peter BURGE,03 JUL 1974,AUS,1,,Darwin (AUS),03 SEP 1998,1181
2598,8.20,,Yago LAMELA,24 JUL 1977,ESP,1,,Madrid (ESP) (i),16 JAN 1999,1181
2598,8.20,,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,2,,Bucureşti (ROU) (i),30 JAN 1999,1181
2598,8.20,,Iván PEDROSO,17 DEC 1972,CUB,2,,Birmingham (GBR) (i),14 FEB 1999,1181
2598,8.20,,Bogdan TUDOR,01 FEB 1970,ROU,2,,Bucureşti (ROU) (i),21 FEB 1999,1181
