Rank,Mark,WIND,Competitor,DOB,Unnamed: 5,Pos,Unnamed: 7,Venue,Date,Results Score,Age_category,Event
1135,6.93,+2.3,Larisa BEREZHNAYA,28 FEB 1961,URS,4,,Tallinn (EST),06 JUL 1988,1189,senior,long jump
1135,6.93,+0.1,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,,Bucureşti (ROU),17 SEP 1989,1202,senior,long jump
1135,6.93,,Marieta ILCU,16 OCT 1962,ROU,1,,Bacãu (ROU) (i),21 JAN 1990,1202,senior,long jump
1135,6.93,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Wien (AUT) (i),21 FEB 1990,1202,senior,long jump
1135,6.93,+1.7,Jackie JOYNER-KERSEE,03 MAR 1962,USA,q,,"Norwalk, CA (USA)",15 JUN 1990,1202,senior,long jump
1135,6.93,+1.0,Inessa KRAVETS,05 OCT 1966,URS,1,,Villeneuve d'Ascq (FRA),29 JUN 1990,1202,senior,long jump
1135,6.93,,Inessa KRAVETS,05 OCT 1966,URS,1,,"Seattle, WA (USA)",24 JUL 1990,1202,senior,long jump
1135,6.93,+1.7,Larisa BEREZHNAYA,28 FEB 1961,URS,4,,"Poljud Stadion, Split (CRO)",28 AUG 1990,1202,senior,long jump
1135,6.93,+2.8,Marieta ILCU,16 OCT 1962,ROU,4,,Sevilla (ESP),06 JUN 1992,1186,senior,long jump
1135,6.93,+4.4,Ringa ROPO-JUNNILA,16 FEB 1966,FIN,3,,Sestriere (ITA),21 JUL 1992,1176,senior,long jump
1135,6.93,-0.1,Ludmila NINOVA,25 JUN 1960,AUT,1,,Reims (FRA),30 JUN 1993,1202,senior,long jump
1135,6.93,,Larisa BEREZHNAYA,28 FEB 1961,UKR,1,,Kyiv (UKR),03 JUL 1993,1202,senior,long jump
1135,6.93,+0.3,Svetlana MOSKALETS,22 JAN 1969,RUS,ce,,Götzis (AUT),28 MAY 1995,1202,senior,long jump
1135,6.93,+2.5,Olga RUBLYOVA,28 OCT 1974,RUS,4,,Villeneuve d'Ascq (FRA),25 JUN 1995,1187,senior,long jump
1135,6.93,,Heike DRECHSLER,16 DEC 1964,GER,1,,Gladbeck (GER),12 JUL 1995,1202,senior,long jump
1135,6.93,+0.8,Fiona MAY,12 DEC 1969,ITA,,,"Ullevi Stadium, Göteborg (SWE)",06 AUG 1995,1202,senior,long jump
1135,6.93,+1.8,Shana WILLIAMS,07 APR 1972,USA,2,,"Atlanta, GA (USA)",23 JUN 1996,1202,senior,long jump
1135,6.93,0.0,Marion JONES,12 OCT 1975,USA,1,,"Indianapolis, IN (USA)",15 JUN 1997,1202,senior,long jump
1135,6.93,+3.0,Shana WILLIAMS,07 APR 1972,USA,1,,"New York, NY (USA)",19 JUL 1998,1184,senior,long jump
1135,6.93,+0.5,Niurka MONTALVO,04 JUN 1968,CUB,1,,Rieti (ITA),30 AUG 1998,1202,senior,long jump
1135,6.93,-1.0,Paraskevi TSIAMITA,10 MAR 1972,GRE,1,,Patra (GRE),01 AUG 1999,1208,senior,long jump
1135,6.93,+4.3,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,Ibirapuita (BRA),06 MAY 2000,1177,senior,long jump
1135,6.93,0.0,Maurren Higa MAGGI,25 JUN 1976,BRA,2,,Rio de Janeiro (BRA),14 MAY 2000,1202,senior,long jump
1135,6.93,+0.7,Marion JONES,12 OCT 1975,USA,1,,Zürich (SUI),11 AUG 2000,1202,senior,long jump
1135,6.93,,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Volgograd (RUS) (i),17 JAN 2004,1202,senior,long jump
1135,6.93,,Tatyana KOTOVA,11 DEC 1976,RUS,2,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1202,senior,long jump
1135,6.93,-0.3,Tatyana KOTOVA,11 DEC 1976,RUS,3,,Tula (RUS),31 JUL 2004,1203,senior,long jump
1135,6.93,+2.2,Tatyana KOTOVA,11 DEC 1976,RUS,1,,Lagos (POR),29 MAY 2005,1189,senior,long jump
1135,6.93,+2.2,Rose RICHMOND,29 JAN 1981,USA,1,,"Indianapolis, IN (USA)",24 JUN 2006,1189,senior,long jump
1135,6.93,,Natalya LEBUSOVA,04 APR 1978,RUS,2,,Tula (RUS),15 JUL 2006,1202,senior,long jump
1135,6.93,+1.3,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1202,senior,long jump
1135,6.93,+0.5,Irina MELESHINA,25 MAY 1982,RUS,1,,Moskva (RUS),29 JUN 2007,1202,senior,long jump
1135,6.93,+1.6,Karin MEY MELIS,31 MAY 1983,RSA,1,,Bad Langensalza (GER),07 JUL 2007,1202,senior,long jump
1135,6.93,,Naide GOMES,20 NOV 1979,POR,2,,Stockholm (SWE) (i),21 FEB 2008,1202,senior,long jump
1135,6.93,+1.2,Brittney REESE,09 SEP 1986,USA,1,,"Baton Rouge, LA (USA)",19 APR 2008,1202,senior,long jump
1135,6.93,+0.6,Karin MEY MELIS,31 MAY 1983,RSA,2,,Bad Langensalza (GER),07 JUN 2008,1202,senior,long jump
1135,6.93,+0.9,Brittney REESE,09 SEP 1986,USA,1,,"Des Moines, IA (USA)",12 JUN 2008,1202,senior,long jump
1135,6.93,+2.3,Naide GOMES,20 NOV 1979,POR,2,,Madrid (ESP),05 JUL 2008,1189,senior,long jump
1135,6.93,+1.6,Naide GOMES,20 NOV 1979,POR,1,,Lisboa (POR),16 JUL 2008,1202,senior,long jump
1135,6.93,0.0,Brittney REESE,09 SEP 1986,USA,1,,"Oxford, MS (USA)",10 APR 2010,1202,senior,long jump
1135,6.93,+1.8,Darya KLISHINA,15 JAN 1991,RUS,1,,Yerino (RUS),14 JUL 2012,1202,senior,long jump
1135,6.93,+0.2,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Le Grand Stade, Marrakech (MAR)",08 JUN 2014,1202,senior,long jump
1135,6.93,,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,1,,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1202,senior,long jump
1135,6.93,+0.5,Christabel NETTEY,02 JUN 1991,CAN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1202,senior,long jump
1135,6.93,+2.0,Quanesha BURKS,15 MAR 1995,USA,1,,San José (CRC),09 AUG 2015,1202,senior,long jump
1135,6.93,,Lorraine UGEN,22 AUG 1991,GBR,3,,"Oregon Convention Center, Portland, OR (USA) (i)",18 MAR 2016,1202,senior,long jump
1135,6.93,+2.0,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,Lutsk (UKR),17 JUN 2016,1202,senior,long jump
1135,6.93,+1.7,Janay DELOACH,12 OCT 1985,USA,3,,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1202,senior,long jump
1135,6.93,0.0,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,2,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1202,senior,long jump
1135,6.93,+4.3,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,Marseille (FRA),14 JUL 2017,1177,senior,long jump
1135,6.93,,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,Beograd (SRB) (i),21 FEB 2018,1202,senior,long jump
1135,6.93,+0.8,Caterine IBARGUEN,12 FEB 1984,COL,1,,Ostrava (CZE),09 SEP 2018,1202,senior,long jump
1135,6.93,,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,2,,"Emirates Arena, Glasgow (GBR) (i)",03 MAR 2019,1202,senior,long jump
1135,6.93,+0.2,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,,"Regional Sport Complex, Brest (BLR)",17 JUL 2020,1202,senior,long jump
1135,6.93,,Tara DAVIS,20 MAY 1999,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",12 MAR 2021,1202,senior,long jump
1135,6.93,+0.3,Khaddi SAGNIA,20 APR 1994,SWE,1q1,,"Ryavallen, Borås (SWE)",28 AUG 2021,1202,senior,long jump
1135,6.93,0.0,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Auestadion, Kassel (GER)",09 JUL 2023,1202,senior,long jump
1135,6.93,+1.2,Larissa IAPICHINO,18 JUL 2002,ITA,1f1,,"Leppävaaran Stadion, Espoo (FIN)",16 JUL 2023,1202,senior,long jump
1135,6.93,,Jasmine MOORE,01 MAY 2001,USA,2,,"Convention Center, Albuquerque, NM (USA) (i)",16 FEB 2024,1202,senior,long jump
1135,6.93,,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Quarterback Immobilien Arena, Leipzig (GER) (i)",18 FEB 2024,1202,senior,long jump
1135,6.93,+1.9,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1q1,,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1202,senior,long jump
1135,6.93,+2.0,Claire BRYANT,25 AUG 2001,USA,,,"Piedmont Park, Atlanta, GA (USA)",17 MAY 2025,1202,senior,long jump
1135,6.93,-0.6,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Olympic Stadium, London (GBR)",19 JUL 2025,1205,senior,long jump
1135,6.93,-1.1,Larissa IAPICHINO,18 JUL 2002,ITA,1,,"Letzigrund, Zürich (SUI)",28 AUG 2025,1208,senior,long jump
1214,6.92,+1.6,Angela VOIGT,18 MAY 1951,GDR,1,,Dresden (GER),09 MAY 1976,1200,senior,long jump
1214,6.92,,Tatyana SKACHKO,18 AUG 1954,URS,1,,Donetsk (URS),09 SEP 1980,1200,senior,long jump
1214,6.92,,Valy IONESCU,31 AUG 1960,ROU,1,,Poiana Brasov (ROU),20 JUL 1982,1200,senior,long jump
1214,6.92,,Tatyana SKACHKO,18 AUG 1954,URS,1,,Voroshilovgrad (URS),23 AUG 1982,1200,senior,long jump
1214,6.92,,Anișoara CUȘMIR,28 JUN 1962,ROU,1,,Bucureşti (ROU) (i),05 FEB 1983,1200,senior,long jump
1214,6.92,,Valy IONESCU,31 AUG 1960,ROU,1,,Bucureşti (ROU) (i),19 FEB 1983,1200,senior,long jump
1214,6.92,+1.8,Eva MURKOVÁ,29 MAY 1962,TCH,1,,Banská Bystrica (TCH),11 JUN 1983,1200,senior,long jump
1214,6.92,+0.7,Helga RADTKE,16 MAY 1962,GDR,q,,Praha (TCH),16 AUG 1984,1200,senior,long jump
1214,6.92,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Moskva (URS) (i),13 JAN 1985,1200,senior,long jump
1214,6.92,,Carol LEWIS,08 AUG 1963,USA,1,,"Walnut, CA (USA)",28 APR 1985,1200,senior,long jump
1214,6.92,+3.9,Carol LEWIS,08 AUG 1963,USA,1,,"Indianapolis, IN (USA)",15 JUN 1985,1177,senior,long jump
1214,6.92,+0.8,Vera OLENCHENKO,21 MAR 1959,URS,1,,Baku (AZE),22 SEP 1985,1200,senior,long jump
1214,6.92,+1.0,Helga RADTKE,16 MAY 1962,GDR,1,,Potsdam (GDR),12 JUN 1986,1200,senior,long jump
1214,6.92,+4.0,Agata KARCZMAREK,29 NOV 1963,POL,1,,Grudziadz (POL),29 JUN 1986,1176,senior,long jump
1214,6.92,+1.3,Nijolé MEDVEDEVA,20 OCT 1960,URS,1,,Riga (LAT),31 MAY 1987,1200,senior,long jump
1214,6.92,+1.6,Heike GRABE,11 MAR 1962,GDR,2,,Bratislava (TCH),13 JUN 1987,1200,senior,long jump
1214,6.92,+2.2,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,,Göteborg (SWE),28 JUN 1987,1187,senior,long jump
1214,6.92,-1.3,Nijolé MEDVEDEVA,20 OCT 1960,URS,2,,Moskva (URS),22 AUG 1987,1207,senior,long jump
1214,6.92,+2.6,Galina CHISTYAKOVA,26 JUL 1962,URS,2,,Bruxelles (BEL),11 SEP 1987,1185,senior,long jump
1214,6.92,,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,"New York, NY (USA) (i)",05 FEB 1988,1200,senior,long jump
1214,6.92,,Yelena KHLOPOTNOVA,04 AUG 1963,URS,2,,Volgograd (URS) (i),10 FEB 1988,1200,senior,long jump
1214,6.92,,Inessa KRAVETS,05 OCT 1966,URS,3,,Volgograd (URS) (i),10 FEB 1988,1200,senior,long jump
1214,6.92,+2.4,Yelena KHLOPOTNOVA,04 AUG 1963,URS,5,,Tallinn (EST),06 JUL 1988,1186,senior,long jump
1214,6.92,,Marieta ILCU,16 OCT 1962,ROU,2,,Ankara (TUR),17 JUL 1988,1200,senior,long jump
1214,6.92,+0.5,Yolanda CHEN,26 JUL 1961,URS,1,,Moskva (URS),07 AUG 1988,1200,senior,long jump
1214,6.92,,Marieta ILCU,16 OCT 1962,ROU,1,,Bacãu (ROU) (i),15 JAN 1989,1200,senior,long jump
1214,6.92,,Larisa BEREZHNAYA,28 FEB 1961,URS,1,,Kiev (URS) (i),22 JAN 1989,1200,senior,long jump
1214,6.92,+2.0,Helga RADTKE,16 MAY 1962,GDR,1,,Berlin (GER),05 JUL 1989,1200,senior,long jump
1214,6.92,,Inessa KRAVETS,05 OCT 1966,URS,1,,Kiev (URS) (i),21 JAN 1990,1200,senior,long jump
1214,6.92,+1.7,Shuzhen LIU,07 MAY 1966,CHN,1,,Beijing (CHN),24 JUN 1990,1200,senior,long jump
1214,6.92,+3.2,Helga RADTKE,16 MAY 1962,GDR,1,,Gateshead (GBR),29 JUN 1990,1181,senior,long jump
1214,6.92,+0.9,Heike DRECHSLER,16 DEC 1964,GDR,1q1,,"Poljud Stadion, Split (CRO)",27 AUG 1990,1200,senior,long jump
1214,6.92,,Larisa BEREZHNAYA,28 FEB 1961,UKR,1,,Paris (FRA) (i),22 FEB 1992,1200,senior,long jump
1214,6.92,+1.4,Ludmila NINOVA,25 JUN 1960,AUT,1,,Paris-St-Denis (FRA),04 JUN 1992,1200,senior,long jump
1214,6.92,+0.6,Larisa BEREZHNAYA,28 FEB 1961,UKR,1,,Udine (ITA),28 JUN 1992,1200,senior,long jump
1214,6.92,+0.2,Larisa BEREZHNAYA,28 FEB 1961,UKR,2,,Nice (FRA),15 JUL 1992,1200,senior,long jump
1214,6.92,,Heike DRECHSLER,16 DEC 1964,GER,1,,Arnsberg (GER),09 JUN 1993,1200,senior,long jump
1214,6.92,+1.7,Inessa KRAVETS,05 OCT 1966,UKR,2,,Villeneuve d'Ascq (FRA),08 JUL 1994,1200,senior,long jump
1214,6.92,,Lyudmila GALKINA,20 JAN 1972,RUS,2,,Stuttgart (GER) (i),05 FEB 1995,1200,senior,long jump
1214,6.92,,Olena KHLOPOTNOVA,04 AUG 1963,UKR,1,,Kyiv (UKR),26 MAY 1995,1200,senior,long jump
1214,6.92,+2.5,Diane GUTHRIE-GRESHAM,24 OCT 1971,JAM,ce,,"Knoxville, TN (USA)",03 JUN 1995,1185,senior,long jump
1214,6.92,,Heike DRECHSLER,16 DEC 1964,GER,1,,Dortmund (GER) (i),09 FEB 1996,1200,senior,long jump
1214,6.92,-0.1,Viktoriya VERSHININA,11 JUN 1971,UKR,1,,Kyiv (UKR),18 MAY 1996,1200,senior,long jump
1214,6.92,,Dawn BURRELL,01 NOV 1973,USA,1,,"Atlanta, GA (USA) (i)",28 FEB 1998,1200,senior,long jump
1214,6.92,+1.2,Lyudmila GALKINA,20 JAN 1972,RUS,1,,Sevilla (ESP),30 MAY 1998,1200,senior,long jump
1214,6.92,-1.2,Fiona MAY,12 DEC 1969,ITA,2,,Paris (FRA),29 JUL 1998,1207,senior,long jump
1214,6.92,0.0,Niurka MONTALVO,04 JUN 1968,CUB,2,,Leverkusen (GER),09 AUG 1998,1200,senior,long jump
1214,6.92,-0.1,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,,Palma de Mallorca (ESP),13 JUL 1999,1200,senior,long jump
1214,6.92,+0.5,Viktoriya VERSHININA,11 JUN 1971,UKR,1,,Belaya Tserkva (UKR),25 JUL 1999,1200,senior,long jump
1214,6.92,+1.5,Erica JOHANSSON,05 FEB 1974,SWE,1,,Stockholm (SWE),30 JUL 1999,1200,senior,long jump
1214,6.92,+1.3,Yingnan GUAN,25 APR 1977,CHN,1,,Beijing (CHN),01 SEP 2000,1200,senior,long jump
1214,6.92,+1.1,Fiona MAY,12 DEC 1969,ITA,2,,"Olympic Stadium, Sydney (AUS)",29 SEP 2000,1200,senior,long jump
1214,6.92,+0.1,Fiona MAY,12 DEC 1969,ITA,2,,Thessaloniki (GRE),22 AUG 2001,1200,senior,long jump
1214,6.92,+1.6,Maurren Higa MAGGI,25 JUN 1976,BRA,,,São Paulo (BRA),13 APR 2002,1200,senior,long jump
1214,6.92,-0.3,Tatyana KOTOVA,11 DEC 1976,RUS,2,,"Stade Louis II, Monaco (MON)",14 SEP 2003,1201,senior,long jump
1214,6.92,,Carolina KLÜFT,02 FEB 1983,SWE,3,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1200,senior,long jump
1214,6.92,+2.2,Tianna MADISON,30 AUG 1985,USA,1,,"Nashville, TN (USA)",14 MAY 2005,1187,senior,long jump
1214,6.92,+1.7,Concepción MONTANER,14 JAN 1981,ESP,2,,Madrid (ESP),16 JUL 2005,1200,senior,long jump
1214,6.92,+3.0,Carolina KLÜFT,02 FEB 1983,SWE,1,,Göteborg (SWE),28 AUG 2005,1182,senior,long jump
1214,6.92,+0.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1200,senior,long jump
1214,6.92,+0.5,Oksana UDMURTOVA,01 FEB 1982,RUS,2,,Moskva (RUS),29 JUN 2007,1200,senior,long jump
1214,6.92,-0.3,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,2,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1201,senior,long jump
1214,6.92,,Irina MELESHINA,25 MAY 1982,RUS,1,,Moskva (RUS) (i),27 JAN 2008,1200,senior,long jump
1214,6.92,+1.0,Maurren Higa MAGGI,25 JUN 1976,BRA,,,"Eugene, OR (USA)",08 JUN 2008,1200,senior,long jump
1214,6.92,+0.2,Yelena SOKOLOVA,23 JUL 1986,RUS,1,,Cheboksary (RUS),24 JUL 2009,1200,senior,long jump
1214,6.92,+0.7,Ineta RADEVIČA,13 JUL 1981,LAT,1,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1200,senior,long jump
1214,6.92,+0.1,Naide GOMES,20 NOV 1979,POR,2,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1200,senior,long jump
1214,6.92,+2.9,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,,Minsk (BLR),28 JUL 2011,1183,senior,long jump
1214,6.92,+0.5,Yelena SOKOLOVA,23 JUL 1986,RUS,1,,"Letzigrund, Zürich (SUI)",30 AUG 2012,1200,senior,long jump
1214,6.92,+3.5,Janay DELOACH,12 OCT 1985,USA,,,"Des Moines, IA (USA)",26 APR 2013,1179,senior,long jump
1214,6.92,+1.3,Funmi JIMOH,29 MAY 1984,USA,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1200,senior,long jump
1214,6.92,+1.8,Blessing OKAGBARE,09 OCT 1988,NGR,,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1200,senior,long jump
1214,6.92,+1.9,Shara PROCTOR,16 SEP 1988,GBR,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1200,senior,long jump
1214,6.92,,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,Istanbul (TUR) (i),22 FEB 2014,1200,senior,long jump
1214,6.92,+1.9,Brittney REESE,09 SEP 1986,USA,1,,"Sacramento, CA (USA)",28 JUN 2014,1200,senior,long jump
1214,6.92,+0.4,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1200,senior,long jump
1214,6.92,+0.6,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,2,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1200,senior,long jump
1214,6.92,+0.3,Lorraine UGEN,22 AUG 1991,GBR,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1200,senior,long jump
1214,6.92,-1.3,Christabel NETTEY,02 JUN 1991,CAN,1,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1207,senior,long jump
1214,6.92,+1.1,Brittney REESE,09 SEP 1986,USA,1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2016,1200,senior,long jump
1214,6.92,+1.3,Brittney REESE,09 SEP 1986,USA,1,,"Eugene, OR (USA)",29 JUL 2016,1200,senior,long jump
1214,6.92,+1.7,Christabel NETTEY,02 JUN 1991,CAN,,,"Chula Vista, CA (USA)",17 JUN 2017,1200,senior,long jump
1214,6.92,+3.0,Sha'keela SAUNDERS,12 DEC 1993,USA,3,,"Sacramento, CA (USA)",24 JUN 2017,1182,senior,long jump
1214,6.92,,Khaddi SAGNIA,20 APR 1994,SWE,1,,"Emirates Arena, Glasgow (GBR) (i)",25 FEB 2018,1200,senior,long jump
1214,6.92,+1.8,Christabel NETTEY,02 JUN 1991,CAN,1,,Brisbane (AUS),28 MAR 2018,1200,senior,long jump
1214,6.92,+2.0,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,,,Athina (GRE),26 MAY 2018,1200,senior,long jump
1214,6.92,,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,Beograd (SRB) (i),20 FEB 2019,1200,senior,long jump
1214,6.92,+1.5,Kenyattia HACKWORTH,15 SEP 1993,USA,,,"Chula Vista, CA (USA)",15 JUN 2019,1200,senior,long jump
1214,6.92,+1.8,Florentina Costina IUSCO,08 APR 1996,ROU,1,,Pitesti (ROU),31 JUL 2019,1200,senior,long jump
1214,6.92,+0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1200,senior,long jump
1214,6.92,,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,"Messehalle, Karlsruhe (GER) (i)",31 JAN 2020,1200,senior,long jump
1214,6.92,+0.2,Khaddi SAGNIA,20 APR 1994,SWE,1,,"Sports Park Mladost, Zagreb (CRO)",15 SEP 2020,1200,senior,long jump
1214,6.92,,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,"Arena, Toruń (POL) (i)",06 MAR 2021,1200,senior,long jump
1214,6.92,+0.5,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Stadion Manfort, Leverkusen (GER)",27 JUN 2021,1200,senior,long jump
1214,6.92,+1.0,Khaddi SAGNIA,20 APR 1994,SWE,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1200,senior,long jump
1214,6.92,0.0,Ese BRUME,20 JAN 1996,NGR,1,,"Stadion Wankdorf, Bern (SUI)",14 JUN 2022,1200,senior,long jump
1214,6.92,+0.7,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Olympiastadion, Berlin (GER)",04 SEP 2022,1200,senior,long jump
1214,6.92,+3.9,Ese BRUME,20 JAN 1996,NGR,1,,"University of Ghana Sports Stadium, Accra (GHA)",21 MAR 2024,1177,senior,long jump
1214,6.92,+2.1,Agate DE SOUSA,05 JUN 2000,STP,1f1,,"Estádio 1o de Maio, Lisboa (POR)",25 APR 2024,1188,senior,long jump
1214,6.92,+0.4,Jasmine MOORE,01 MAY 2001,USA,2q1,,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1200,senior,long jump
1214,6.92,+2.4,Lex BROWN,26 APR 2001,USA,1,,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",18 APR 2025,1186,senior,long jump
1214,6.92,+0.2,Larissa IAPICHINO,18 JUL 2002,ITA,1f1,,"Estadio Vallehermoso, Madrid (ESP)",29 JUN 2025,1200,senior,long jump
1214,6.92,-0.5,Larissa IAPICHINO,18 JUL 2002,ITA,2,,"Olympic Stadium, London (GBR)",19 JUL 2025,1203,senior,long jump
1214,6.92,+1.2,Natalia LINARES,03 JAN 2003,COL,1,,"Parque Olímpico Pista De Atletismo, Luque, Asunción (PAR)",18 AUG 2025,1200,senior,long jump
1214,6.92,+0.1,Malaika MIHAMBO,03 FEB 1994,GER,2,,"Letzigrund, Zürich (SUI)",28 AUG 2025,1200,senior,long jump
1214,6.92,+0.5,Natalia LINARES,03 JAN 2003,COL,3,,"National Stadium, Tokyo (JPN)",14 SEP 2025,1200,senior,long jump
1321,6.91,w,Kathy MCMILLAN,07 NOV 1957,USA,1,,"Houston, TX (USA)",03 MAY 1980,1168,senior,long jump
1321,6.91,+0.9,Brigitte WUJAK,06 MAR 1955,GDR,1,,Berlin (GER),09 JUL 1980,1198,senior,long jump
1321,6.91,0.0,Anișoara CUȘMIR,28 JUN 1962,ROU,1,,Bucureşti (ROU),23 MAY 1981,1198,senior,long jump
1321,6.91,+1.0,Heike DAUTE,16 DEC 1964,GDR,1,,Jena (GDR),09 AUG 1981,1198,senior,long jump
1321,6.91,+2.7,Shonel FERGUSON,06 NOV 1957,BAH,1,,Brisbane (AUS),08 OCT 1982,1182,senior,long jump
1321,6.91,+1.5,Carol LEWIS,08 AUG 1963,USA,1,,"Indianapolis, IN (USA)",18 JUN 1983,1198,senior,long jump
1321,6.91,+1.8,Heike DUWE,04 JUL 1960,GDR,3,,Berlin (GER),09 JUN 1984,1198,senior,long jump
1321,6.91,,Irina VALYUKEVICH,19 NOV 1959,URS,3,,Kishinev (URS) (i),16 FEB 1985,1198,senior,long jump
1321,6.91,+2.1,Irina VALYUKEVICH,19 NOV 1959,URS,1,,Oslo (NOR),16 JUL 1985,1186,senior,long jump
1321,6.91,+0.7,Jackie JOYNER,03 MAR 1962,USA,1,,"Stadio Olimpico, Roma (ITA)",07 SEP 1985,1198,senior,long jump
1321,6.91,,Helga RADTKE,16 MAY 1962,GDR,2,,Liévin (FRA) (i),01 FEB 1986,1198,senior,long jump
1321,6.91,+0.2,Eva MURKOVÁ,29 MAY 1962,TCH,1,,Ostrava (TCH),11 JUN 1986,1198,senior,long jump
1321,6.91,-0.7,Valy IONESCU,31 AUG 1960,ROU,4,,Moskva (URS),07 JUL 1986,1202,senior,long jump
1321,6.91,+2.1,Irina VALYUKEVICH,19 NOV 1959,URS,1f2,,Karl Marx Stadt (GDR),20 JUN 1987,1186,senior,long jump
1321,6.91,+0.8,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,2,,Helsinki (FIN),02 JUL 1987,1198,senior,long jump
1321,6.91,+1.0,Heike GRABE,11 MAR 1962,GDR,3,,Berlin (GER),08 JUL 1987,1198,senior,long jump
1321,6.91,-0.4,Nijolé MEDVEDEVA,20 OCT 1960,URS,4,,Bryansk (URS),18 JUL 1987,1200,senior,long jump
1321,6.91,+0.1,Marieta ILCU,16 OCT 1962,ROU,1,,Tianjin (CHN),01 SEP 1988,1198,senior,long jump
1321,6.91,+1.9,Yelena BELEVSKAYA,11 OCT 1963,URS,1,,Moskva (URS),04 SEP 1988,1198,senior,long jump
1321,6.91,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Moskva (URS) (i),13 JAN 1990,1198,senior,long jump
1321,6.91,-0.1,Jackie JOYNER-KERSEE,03 MAR 1962,USA,h,,"Seattle, WA (USA)",23 JUL 1990,1198,senior,long jump
1321,6.91,+0.6,Alla NECHIPORETS,21 OCT 1964,URS,1,,Kishinev (URS),18 AUG 1990,1198,senior,long jump
1321,6.91,-0.3,Larisa BEREZHNAYA,28 FEB 1961,URS,1q2,,"Poljud Stadion, Split (CRO)",27 AUG 1990,1199,senior,long jump
